,Attendance,Time,Home,Playoffs?,Last Five,Curr Win %,Day of Week,Month,Rivalry?,LS Win %,V Pop,H Pop,Year,Hour,Capacity
14491,15022.0,2005-04-06 21:30:00,Minnesota Timberwolves,0,1.0,0.31746031746031744,Wednesday,April,0,0.6739130434782609,2,1,2005,1290,19904.0
14492,16129.0,2005-04-06 22:00:00,Portland Trail Blazers,0,0.0,0.3125,Wednesday,April,0,0.5,2,2,2005,1320,19818.0
14493,20418.0,2005-04-07 20:00:00,Dallas Mavericks,0,3.0,0.7142857142857143,Thursday,April,0,0.6708860759493671,5,5,2005,1200,20915.0
14494,18212.0,2005-04-07 22:30:00,Los Angeles Lakers,0,0.0,0.4153846153846154,Thursday,April,0,0.65625,12,3,2005,1350,18997.0
14495,17283.0,2005-04-08 19:00:00,Orlando Magic,0,1.0,0.4375,Friday,April,0,0.4027777777777778,4,16,2005,1140,17283.0
14496,20800.0,2005-04-08 19:00:00,Philadelphia 76ers,0,2.0,0.4923076923076923,Friday,April,0,0.4027777777777778,2,8,2005,1140,21068.0
14497,14352.0,2005-04-08 19:00:00,Toronto Raptors,0,1.0,0.38461538461538464,Friday,April,0,0.375,4,3,2005,1140,19800.0
14498,18345.0,2005-04-08 20:00:00,Indiana Pacers,0,1.0,0.4923076923076923,Friday,April,0,0.7272727272727273,4,4,2005,1200,18345.0
14499,18119.0,2005-04-08 20:00:00,Memphis Grizzlies,0,3.0,0.7424242424242424,Friday,April,0,0.6923076923076923,5,3,2005,1200,18119.0
14500,19763.0,2005-04-08 20:00:00,New York Knicks,0,0.0,0.390625,Friday,April,1,0.4794520547945205,20,2,2005,1200,19763.0
14501,19904.0,2005-04-08 21:30:00,Minnesota Timberwolves,0,3.0,0.5,Friday,April,0,0.6739130434782609,5,1,2005,1290,19904.0
14502,17539.0,2005-04-08 22:00:00,Portland Trail Blazers,0,3.0,0.6363636363636364,Friday,April,0,0.5,4,2,2005,1320,19818.0
14503,20043.0,2005-04-08 22:30:00,Golden State Warriors,0,4.0,0.7384615384615385,Friday,April,0,0.6621621621621622,31,2,2005,1350,20043.0
14504,17583.0,2005-04-09 19:00:00,Atlanta Hawks,0,2.0,0.4925373134328358,Saturday,April,0,0.4583333333333333,1,4,2005,1140,19523.0
14505,20173.0,2005-04-09 19:00:00,Washington Wizards,0,0.0,0.4848484848484849,Saturday,April,0,0.3194444444444444,8,4,2005,1140,20173.0
14506,20562.0,2005-04-09 19:30:00,Cleveland Cavaliers,0,1.0,0.3230769230769231,Saturday,April,0,0.4794520547945205,1,2,2005,1170,20562.0
14507,20387.0,2005-04-09 20:30:00,Dallas Mavericks,0,1.0,0.3125,Saturday,April,0,0.6708860759493671,2,5,2005,1230,20915.0
14508,22281.0,2005-04-09 20:30:00,Chicago Bulls,0,1.0,0.3787878787878788,Saturday,April,0,0.75,3,20,2005,1230,22869.0
14509,18422.0,2005-04-09 22:00:00,Phoenix Suns,0,3.0,0.7272727272727273,Saturday,April,0,0.5,12,31,2005,1320,18422.0
14510,19748.0,2005-04-09 22:30:00,Los Angeles Clippers,0,3.0,0.71875,Saturday,April,0,0.3287671232876712,5,1,2005,1350,20127.0
14511,20218.0,2005-04-10 13:00:00,Miami Heat,0,2.0,0.7313432835820896,Sunday,April,0,0.4675324675324675,4,5,2005,780,20294.0
14512,18345.0,2005-04-10 15:30:00,Indiana Pacers,0,1.0,0.4,Sunday,April,1,0.7272727272727273,2,4,2005,930,18345.0
14513,17317.0,2005-04-10 15:30:00,Sacramento Kings,0,3.0,0.6417910447761194,Sunday,April,0,0.6511627906976745,3,4,2005,930,17317.0
14514,16324.0,2005-04-10 21:00:00,Golden State Warriors,0,4.0,0.7230769230769231,Sunday,April,0,0.6621621621621622,5,2,2005,1260,20043.0
14515,13273.0,2005-04-11 19:00:00,Orlando Magic,0,0.0,0.4307692307692308,Monday,April,0,0.4027777777777778,2,16,2005,1140,17283.0
14516,15104.0,2005-04-11 19:00:00,Toronto Raptors,0,1.0,0.373134328358209,Monday,April,0,0.375,4,3,2005,1140,19800.0
14517,14205.0,2005-04-11 19:00:00,Washington Wizards,0,1.0,0.4925373134328358,Monday,April,0,0.3194444444444444,1,4,2005,1140,20173.0
14518,22233.0,2005-04-11 20:30:00,Chicago Bulls,0,5.0,0.6470588235294118,Monday,April,1,0.75,4,20,2005,1230,22869.0
14519,20044.0,2005-04-11 20:30:00,Dallas Mavericks,0,3.0,0.5606060606060606,Monday,April,0,0.6708860759493671,3,5,2005,1230,20915.0
14520,18045.0,2005-04-11 21:00:00,Denver Nuggets,0,3.0,0.3787878787878788,Monday,April,0,0.7088607594936709,2,5,2005,1260,19913.0
14521,18997.0,2005-04-11 22:30:00,Los Angeles Lakers,0,3.0,0.7313432835820896,Monday,April,0,0.65625,31,3,2005,1350,18997.0
14522,17609.0,2005-04-12 19:00:00,Philadelphia 76ers,0,3.0,0.4925373134328358,Tuesday,April,1,0.4027777777777778,10,8,2005,1140,21068.0
14523,18907.0,2005-04-12 19:30:00,New York Knicks,0,2.0,0.38235294117647056,Tuesday,April,0,0.4794520547945205,3,2,2005,1170,19763.0
14524,18797.0,2005-04-12 20:30:00,San Antonio Spurs,0,4.0,0.7272727272727273,Tuesday,April,0,0.6666666666666666,2,5,2005,1230,18797.0
14525,18697.0,2005-04-12 22:30:00,Los Angeles Clippers,0,1.0,0.3076923076923077,Tuesday,April,0,0.3287671232876712,2,1,2005,1350,20127.0
14526,22076.0,2005-04-13 19:30:00,Detroit Pistons,0,0.0,0.42424242424242425,Wednesday,April,0,0.65625,16,4,2005,1170,22076.0
14527,13547.0,2005-04-13 20:00:00,Milwaukee Bucks,0,1.0,0.31343283582089554,Wednesday,April,0,0.4935064935064935,10,1,2005,1200,18717.0
14528,15239.0,2005-04-13 20:00:00,Minnesota Timberwolves,0,3.0,0.5,Wednesday,April,0,0.6739130434782609,2,1,2005,1200,19904.0
14529,18181.0,2005-04-13 20:00:00,Washington Wizards,0,2.0,0.5,Wednesday,April,0,0.3194444444444444,20,4,2005,1200,20173.0
14530,17060.0,2005-04-13 20:30:00,Houston Rockets,0,2.0,0.5522388059701493,Wednesday,April,0,0.6835443037974683,3,12,2005,1230,18292.0
14531,17014.0,2005-04-13 21:00:00,Utah Jazz,0,2.0,0.3181818181818182,Wednesday,April,0,0.5,5,2,2005,1260,19911.0
14532,20562.0,2005-04-14 20:00:00,Cleveland Cavaliers,0,2.0,0.4029850746268657,Thursday,April,0,0.4794520547945205,2,2,2005,1200,20562.0
14533,20754.0,2005-04-14 20:00:00,Philadelphia 76ers,0,4.0,0.5,Thursday,April,0,0.4027777777777778,5,8,2005,1200,21068.0
14534,17074.0,2005-04-14 22:30:00,Portland Trail Blazers,0,0.0,0.29850746268656714,Thursday,April,0,0.5,5,2,2005,1350,19818.0
14535,18624.0,2005-04-15 19:30:00,Boston Celtics,0,1.0,0.7101449275362319,Friday,April,0,0.7631578947368421,5,10,2005,1170,18624.0
14536,22076.0,2005-04-15 20:00:00,Detroit Pistons,0,0.0,0.3088235294117647,Friday,April,0,0.65625,1,4,2005,1200,22076.0
14537,18345.0,2005-04-15 20:00:00,Indiana Pacers,0,4.0,0.5072463768115942,Friday,April,0,0.7272727272727273,8,4,2005,1200,18345.0
14538,20173.0,2005-04-15 20:00:00,Washington Wizards,0,3.0,0.5072463768115942,Friday,April,0,0.3194444444444444,2,4,2005,1200,20173.0
14539,22442.0,2005-04-15 20:30:00,Chicago Bulls,0,0.0,0.41791044776119396,Friday,April,0,0.75,16,20,2005,1230,22869.0
14540,18817.0,2005-04-15 21:00:00,Utah Jazz,0,1.0,0.31343283582089554,Friday,April,0,0.5,1,2,2005,1260,19911.0
14541,19735.0,2005-04-15 21:00:00,Denver Nuggets,0,2.0,0.5441176470588235,Friday,April,0,0.7088607594936709,3,5,2005,1260,19913.0
14542,18422.0,2005-04-15 22:00:00,Phoenix Suns,0,3.0,0.7352941176470589,Friday,April,0,0.5,1,31,2005,1320,18422.0
14543,16389.0,2005-04-15 22:30:00,Golden State Warriors,0,0.0,0.29411764705882354,Friday,April,0,0.6621621621621622,2,2,2005,1350,20043.0
14544,18997.0,2005-04-15 22:30:00,Los Angeles Lakers,0,4.0,0.6470588235294118,Friday,April,0,0.65625,4,3,2005,1350,18997.0
14545,19445.0,2005-04-16 19:00:00,Atlanta Hawks,0,3.0,0.5882352941176471,Saturday,April,0,0.4583333333333333,20,4,2005,1140,19523.0
14546,18216.0,2005-04-16 19:30:00,Houston Rockets,0,4.0,0.6086956521739131,Saturday,April,0,0.6835443037974683,5,12,2005,1170,18292.0
14547,17516.0,2005-04-16 20:30:00,Milwaukee Bucks,0,0.0,0.4117647058823529,Saturday,April,0,0.4935064935064935,16,1,2005,1230,18717.0
14548,18797.0,2005-04-16 20:30:00,San Antonio Spurs,0,4.0,0.7205882352941176,Saturday,April,0,0.6666666666666666,3,5,2005,1230,18797.0
14549,18422.0,2005-04-16 22:00:00,Phoenix Suns,0,3.0,0.6376811594202898,Saturday,April,0,0.5,4,31,2005,1320,18422.0
14550,22076.0,2005-04-17 13:00:00,Detroit Pistons,0,5.0,0.6619718309859155,Sunday,April,0,0.65625,2,4,2005,780,22076.0
14551,18237.0,2005-04-17 15:30:00,Los Angeles Lakers,0,0.0,0.39130434782608703,Sunday,April,0,0.65625,5,3,2005,930,18997.0
14552,20187.0,2005-04-17 15:30:00,Miami Heat,0,1.0,0.7142857142857143,Sunday,April,0,0.4675324675324675,4,5,2005,930,20294.0
14553,18797.0,2005-04-17 18:00:00,Toronto Raptors,0,2.0,0.37681159420289856,Sunday,April,0,0.375,10,3,2005,1080,19800.0
14554,19763.0,2005-04-17 19:30:00,New York Knicks,0,2.0,0.3970588235294117,Sunday,April,0,0.4794520547945205,4,2,2005,1170,19763.0
14555,18842.0,2005-04-17 20:00:00,Portland Trail Blazers,0,1.0,0.3088235294117647,Sunday,April,0,0.5,2,2,2005,1200,19818.0
14556,17605.0,2005-04-18 19:00:00,Philadelphia 76ers,0,4.0,0.5142857142857142,Monday,April,0,0.4027777777777778,1,8,2005,1140,21068.0
14557,13526.0,2005-04-18 19:00:00,Orlando Magic,0,1.0,0.42028985507246375,Monday,April,0,0.4027777777777778,4,16,2005,1140,17283.0
14558,17183.0,2005-04-18 20:00:00,Memphis Grizzlies,0,3.0,0.7101449275362319,Monday,April,0,0.6923076923076923,5,3,2005,1200,18119.0
14559,16582.0,2005-04-18 20:30:00,Houston Rockets,0,1.0,0.4084507042253521,Monday,April,0,0.6835443037974683,1,12,2005,1230,18292.0
14560,18603.0,2005-04-18 21:00:00,Utah Jazz,0,2.0,0.3188405797101449,Monday,April,0,0.5,4,2,2005,1260,19911.0
14561,18422.0,2005-04-18 22:00:00,Phoenix Suns,0,4.0,0.7428571428571429,Monday,April,0,0.5,5,31,2005,1320,18422.0
14562,20024.0,2005-04-18 22:30:00,Golden State Warriors,0,0.0,0.3857142857142857,Monday,April,0,0.6621621621621622,3,2,2005,1350,20043.0
14563,20562.0,2005-04-19 19:00:00,Cleveland Cavaliers,0,2.0,0.4927536231884058,Tuesday,April,0,0.4794520547945205,10,2,2005,1140,20562.0
14564,19445.0,2005-04-19 19:30:00,Atlanta Hawks,0,5.0,0.6666666666666666,Tuesday,April,0,0.4583333333333333,4,4,2005,1170,19523.0
14565,13947.0,2005-04-19 20:00:00,Milwaukee Bucks,0,2.0,0.3857142857142857,Tuesday,April,0,0.4935064935064935,3,1,2005,1200,18717.0
14566,22276.0,2005-04-19 20:30:00,Chicago Bulls,0,2.0,0.39130434782608703,Tuesday,April,1,0.75,2,20,2005,1230,22869.0
14567,19099.0,2005-04-19 21:00:00,Denver Nuggets,0,1.0,0.3,Tuesday,April,0,0.7088607594936709,2,5,2005,1260,19913.0
14568,16812.0,2005-04-20 19:00:00,Orlando Magic,0,1.0,0.4142857142857143,Wednesday,April,1,0.4027777777777778,5,16,2005,1140,17283.0
14569,19840.0,2005-04-20 19:00:00,Philadelphia 76ers,0,4.0,0.5211267605633803,Wednesday,April,0,0.4027777777777778,4,8,2005,1140,21068.0
14570,19800.0,2005-04-20 19:00:00,Toronto Raptors,0,2.0,0.38028169014084506,Wednesday,April,0,0.375,2,3,2005,1140,19800.0
14571,19763.0,2005-04-20 19:30:00,New York Knicks,0,3.0,0.5,Wednesday,April,0,0.4794520547945205,4,2,2005,1170,19763.0
14572,18122.0,2005-04-20 20:00:00,Minnesota Timberwolves,0,2.0,0.7,Wednesday,April,0,0.6739130434782609,5,1,2005,1200,19904.0
14573,16512.0,2005-04-20 20:00:00,Memphis Grizzlies,0,1.0,0.5352112676056338,Wednesday,April,0,0.6923076923076923,5,3,2005,1200,18119.0
14574,18345.0,2005-04-20 20:00:00,Indiana Pacers,0,2.0,0.5352112676056338,Wednesday,April,0,0.7272727272727273,20,4,2005,1200,18345.0
14575,19818.0,2005-04-20 22:00:00,Portland Trail Blazers,0,2.0,0.30985915492957744,Wednesday,April,0,0.5,3,2,2005,1320,19818.0
14576,16804.0,2005-04-20 22:30:00,Golden State Warriors,0,2.0,0.3142857142857143,Wednesday,April,0,0.6621621621621622,2,2,2005,1350,20043.0
14577,17317.0,2005-04-20 22:30:00,Sacramento Kings,0,3.0,0.6338028169014085,Wednesday,April,0,0.6511627906976745,31,4,2005,1350,17317.0
14578,22076.0,2005-04-23 15:00:00,Detroit Pistons,1,4.0,0.5138888888888888,Saturday,April,0,0.65625,8,4,2005,900,22076.0
14579,20768.0,2005-04-23 17:30:00,Dallas Mavericks,1,5.0,0.6197183098591549,Saturday,April,1,0.6708860759493671,12,5,2005,1050,20915.0
14580,18624.0,2005-04-23 20:00:00,Boston Celtics,1,1.0,0.5277777777777778,Saturday,April,0,0.7631578947368421,4,10,2005,1200,18624.0
14581,22655.0,2005-04-24 17:30:00,Chicago Bulls,1,3.0,0.4929577464788733,Sunday,April,0,0.75,4,20,2005,1050,22869.0
14582,18797.0,2005-04-24 20:00:00,San Antonio Spurs,1,1.0,0.6901408450704225,Sunday,April,0,0.6666666666666666,5,5,2005,1200,18797.0
14583,18422.0,2005-04-24 22:30:00,Phoenix Suns,1,4.0,0.7361111111111112,Sunday,April,0,0.5,3,31,2005,1350,18422.0
14584,18624.0,2005-04-25 19:00:00,Boston Celtics,1,2.0,0.5342465753424658,Monday,April,0,0.7631578947368421,4,10,2005,1140,18624.0
14585,20884.0,2005-04-25 21:30:00,Dallas Mavericks,1,5.0,0.625,Monday,April,1,0.6708860759493671,12,5,2005,1290,20915.0
14586,22076.0,2005-04-26 19:30:00,Detroit Pistons,1,3.0,0.5068493150684932,Tuesday,April,0,0.65625,8,4,2005,1170,22076.0
14587,18797.0,2005-04-27 20:00:00,San Antonio Spurs,1,2.0,0.6944444444444444,Wednesday,April,0,0.6666666666666666,5,5,2005,1200,18797.0
14588,22605.0,2005-04-27 20:30:00,Chicago Bulls,1,2.0,0.4861111111111111,Wednesday,April,0,0.75,4,20,2005,1230,22869.0
14589,18422.0,2005-04-27 22:30:00,Phoenix Suns,1,4.0,0.7397260273972602,Wednesday,April,0,0.5,3,31,2005,1350,18422.0
14590,18345.0,2005-04-28 20:30:00,Indiana Pacers,1,3.0,0.5405405405405406,Thursday,April,0,0.7272727272727273,10,4,2005,1230,18345.0
14591,18199.0,2005-04-28 21:30:00,Houston Rockets,1,4.0,0.6164383561643836,Thursday,April,1,0.6835443037974683,5,12,2005,1290,18292.0
14592,16907.0,2005-04-29 20:00:00,Philadelphia 76ers,1,3.0,0.5135135135135135,Friday,April,0,0.4027777777777778,4,8,2005,1200,21068.0
14593,18119.0,2005-04-29 21:00:00,Memphis Grizzlies,1,4.0,0.7432432432432432,Friday,April,0,0.6923076923076923,31,3,2005,1260,18119.0
14594,20173.0,2005-04-30 15:00:00,Washington Wizards,1,2.0,0.4931506849315068,Saturday,April,0,0.3194444444444444,20,4,2005,900,20173.0
14595,18211.0,2005-04-30 17:30:00,Houston Rockets,1,3.0,0.6081081081081081,Saturday,April,1,0.6835443037974683,5,12,2005,1050,18292.0
14596,18345.0,2005-04-30 20:00:00,Indiana Pacers,1,3.0,0.5333333333333333,Saturday,April,0,0.7272727272727273,10,4,2005,1200,18345.0
14597,19913.0,2005-04-30 22:30:00,Denver Nuggets,1,2.0,0.6986301369863014,Saturday,April,0,0.7088607594936709,5,5,2005,1350,19913.0
14598,15894.0,2005-05-01 13:00:00,Philadelphia 76ers,1,2.0,0.5066666666666667,Sunday,May,0,0.4027777777777778,8,4,2005,780,21068.0
14599,17243.0,2005-05-01 20:00:00,Memphis Grizzlies,1,4.0,0.7466666666666667,Sunday,May,0,0.6923076923076923,57,1,2005,1200,18119.0
14600,20173.0,2005-05-02 19:30:00,Washington Wizards,1,2.0,0.5,Monday,May,0,0.3194444444444444,12,5,2005,1170,20173.0
14601,20894.0,2005-05-02 20:00:00,Dallas Mavericks,1,2.0,0.6,Monday,May,1,0.6708860759493671,10,9,2005,1200,20915.0
14602,19776.0,2005-05-02 22:30:00,Denver Nuggets,1,3.0,0.7027027027027027,Monday,May,0,0.7088607594936709,10,2,2005,1350,19913.0
14603,18624.0,2005-05-03 19:30:00,Boston Celtics,1,3.0,0.5394736842105263,Tuesday,May,0,0.7631578947368421,6,9,2005,1170,18624.0
14604,22076.0,2005-05-03 20:00:00,Detroit Pistons,1,1.0,0.5,Tuesday,May,0,0.65625,4,8,2005,1200,22076.0
14605,22250.0,2005-05-04 19:00:00,Chicago Bulls,1,3.0,0.5066666666666667,Wednesday,May,0,0.75,5,12,2005,1140,22869.0
14606,18797.0,2005-05-04 21:30:00,San Antonio Spurs,1,4.0,0.7066666666666667,Wednesday,May,0,0.6666666666666666,2,10,2005,1290,18797.0
14607,18345.0,2005-05-05 19:00:00,Indiana Pacers,1,3.0,0.5324675324675324,Thursday,May,0,0.7272727272727273,9,6,2005,1140,18345.0
14608,18215.0,2005-05-05 21:30:00,Houston Rockets,1,2.0,0.6052631578947368,Thursday,May,1,0.6835443037974683,9,10,2005,1290,18292.0
14609,20173.0,2005-05-06 20:00:00,Washington Wizards,1,4.0,0.5131578947368421,Friday,May,0,0.3194444444444444,12,5,2005,1200,20173.0
14610,18624.0,2005-05-07 19:00:00,Boston Celtics,1,3.0,0.5384615384615384,Saturday,May,0,0.7631578947368421,6,9,2005,1140,18624.0
14611,20884.0,2005-05-07 21:30:00,Dallas Mavericks,1,1.0,0.5974025974025974,Saturday,May,1,0.6708860759493671,10,9,2005,1290,20915.0
14612,20151.0,2005-05-08 15:30:00,Miami Heat,1,4.0,0.5064935064935064,Sunday,May,0,0.4675324675324675,5,8,2005,930,20294.0
14613,22076.0,2005-05-09 20:00:00,Detroit Pistons,1,2.0,0.5316455696202531,Monday,May,0,0.65625,6,8,2005,1200,22076.0
14614,18422.0,2005-05-09 22:30:00,Phoenix Suns,1,5.0,0.75,Monday,May,0,0.5,9,57,2005,1350,18422.0
14615,20205.0,2005-05-10 19:00:00,Miami Heat,1,3.0,0.5,Tuesday,May,0,0.4675324675324675,5,8,2005,1140,20294.0
14616,22076.0,2005-05-11 20:00:00,Detroit Pistons,1,3.0,0.5375,Wednesday,May,0,0.65625,6,8,2005,1200,22076.0
14617,18422.0,2005-05-11 22:30:00,Phoenix Suns,1,4.0,0.7402597402597403,Wednesday,May,0,0.5,9,57,2005,1350,18422.0
14618,20173.0,2005-05-12 20:00:00,Washington Wizards,1,2.0,0.4936708860759494,Thursday,May,0,0.3194444444444444,8,5,2005,1200,20173.0
14619,18345.0,2005-05-13 19:00:00,Indiana Pacers,1,3.0,0.5432098765432098,Friday,May,0,0.7272727272727273,8,6,2005,1140,18345.0
14620,20896.0,2005-05-13 21:30:00,Dallas Mavericks,1,4.0,0.7435897435897436,Friday,May,0,0.6708860759493671,57,9,2005,1290,20915.0
14621,20173.0,2005-05-14 20:00:00,Washington Wizards,1,1.0,0.4875,Saturday,May,0,0.3194444444444444,8,5,2005,1200,20173.0
14622,18345.0,2005-05-15 15:30:00,Indiana Pacers,1,3.0,0.5365853658536586,Sunday,May,0,0.7272727272727273,8,6,2005,930,18345.0
14623,20894.0,2005-05-15 21:30:00,Dallas Mavericks,1,3.0,0.7341772151898734,Sunday,May,0,0.6708860759493671,57,9,2005,1290,20915.0
14624,22076.0,2005-05-17 19:00:00,Detroit Pistons,1,2.0,0.5301204819277109,Tuesday,May,0,0.65625,6,8,2005,1140,22076.0
14625,18422.0,2005-05-18 21:00:00,Phoenix Suns,1,3.0,0.7375,Wednesday,May,0,0.5,9,57,2005,1260,18422.0
14626,18345.0,2005-05-19 20:00:00,Indiana Pacers,1,2.0,0.5238095238095238,Thursday,May,0,0.7272727272727273,8,6,2005,1200,18345.0
14627,20915.0,2005-05-20 21:00:00,Dallas Mavericks,1,3.0,0.7407407407407407,Friday,May,0,0.6708860759493671,57,9,2005,1260,20915.0
14628,18422.0,2005-05-22 15:30:00,Phoenix Suns,1,5.0,0.7105263157894737,Sunday,May,1,0.5,10,57,2005,930,18422.0
14629,20203.0,2005-05-23 20:00:00,Miami Heat,1,4.0,0.7236842105263158,Monday,May,0,0.4675324675324675,8,8,2005,1200,20294.0
14630,18422.0,2005-05-24 21:00:00,Phoenix Suns,1,5.0,0.7142857142857143,Tuesday,May,1,0.5,10,57,2005,1260,18422.0
14631,20228.0,2005-05-25 20:00:00,Miami Heat,1,4.0,0.7272727272727273,Wednesday,May,0,0.4675324675324675,8,8,2005,1200,20294.0
14632,18797.0,2005-05-28 21:00:00,San Antonio Spurs,1,5.0,0.7179487179487181,Saturday,May,1,0.6666666666666666,57,10,2005,1260,18797.0
14633,22076.0,2005-05-29 20:00:00,Detroit Pistons,1,4.0,0.7307692307692307,Sunday,May,0,0.65625,8,8,2005,1200,22076.0
14634,18797.0,2005-05-30 20:30:00,San Antonio Spurs,1,4.0,0.7088607594936709,Monday,May,1,0.6666666666666666,57,10,2005,1230,18797.0
14635,22076.0,2005-05-31 20:00:00,Detroit Pistons,1,3.0,0.7215189873417721,Tuesday,May,0,0.65625,8,8,2005,1200,22076.0
14636,18422.0,2005-06-01 21:00:00,Phoenix Suns,1,4.0,0.7125,Wednesday,June,1,0.5,20,19,2005,1260,18422.0
14637,20225.0,2005-06-02 20:00:00,Miami Heat,1,3.0,0.725,Thursday,June,0,0.4675324675324675,14,6,2005,1200,20294.0
14638,22076.0,2005-06-04 20:00:00,Detroit Pistons,1,3.0,0.7160493827160493,Saturday,June,0,0.65625,6,14,2005,1200,22076.0
14639,20241.0,2005-06-06 20:00:00,Miami Heat,1,2.0,0.7073170731707317,Monday,June,0,0.4675324675324675,14,6,2005,1200,20294.0
14640,18797.0,2005-06-09 21:00:00,San Antonio Spurs,1,4.0,0.7160493827160493,Thursday,June,0,0.6666666666666666,14,20,2005,1260,18797.0
14641,18797.0,2005-06-12 21:00:00,San Antonio Spurs,1,4.0,0.7195121951219512,Sunday,June,0,0.6666666666666666,14,20,2005,1260,18797.0
14642,22076.0,2005-06-14 21:00:00,Detroit Pistons,1,3.0,0.7108433734939759,Tuesday,June,0,0.65625,20,14,2005,1260,22076.0
14643,22076.0,2005-06-16 21:00:00,Detroit Pistons,1,3.0,0.7023809523809523,Thursday,June,0,0.65625,20,14,2005,1260,22076.0
14644,22076.0,2005-06-19 21:00:00,Detroit Pistons,1,3.0,0.7058823529411765,Sunday,June,0,0.65625,20,14,2005,1260,22076.0
14645,18797.0,2005-06-21 21:00:00,San Antonio Spurs,1,2.0,0.6976744186046512,Tuesday,June,0,0.6666666666666666,14,20,2005,1260,18797.0
14646,18797.0,2005-06-23 21:00:00,San Antonio Spurs,1,2.0,0.7011494252873564,Thursday,June,0,0.6666666666666666,14,20,2005,1260,18797.0
14647,17705.0,2005-11-01 19:00:00,Philadelphia 76ers,0,0.0,0.0,Tuesday,November,0,0.5,3,10,2005,1140,21068.0
14648,18797.0,2005-11-01 20:00:00,San Antonio Spurs,0,1.0,1.0,Tuesday,November,0,0.7011494252873564,4,5,2005,1200,18797.0
14649,17961.0,2005-11-01 22:30:00,Phoenix Suns,0,0.0,0.0,Tuesday,November,0,0.7125,4,24,2005,1350,18422.0
14650,17283.0,2005-11-02 19:00:00,Orlando Magic,0,0.0,0.0,Wednesday,November,0,0.4142857142857143,4,19,2005,1140,17283.0
14651,18106.0,2005-11-02 19:00:00,Toronto Raptors,0,1.0,1.0,Wednesday,November,0,0.38028169014084506,4,6,2005,1140,19800.0
14652,18624.0,2005-11-02 19:30:00,Boston Celtics,0,0.0,0.0,Wednesday,November,1,0.5384615384615384,3,10,2005,1170,18624.0
14653,16799.0,2005-11-02 20:00:00,Minnesota Timberwolves,0,0.0,0.0,Wednesday,November,0,0.7,2,2,2005,1200,19904.0
14654,22076.0,2005-11-02 20:00:00,Detroit Pistons,0,0.0,0.0,Wednesday,November,0,0.7011494252873564,10,6,2005,1200,22076.0
14655,18119.0,2005-11-02 20:00:00,Memphis Grizzlies,0,1.0,1.0,Wednesday,November,0,0.7466666666666667,5,3,2005,1200,18119.0
14656,16457.0,2005-11-02 20:30:00,Houston Rockets,0,0.0,0.0,Wednesday,November,0,0.5974025974025974,4,9,2005,1230,18292.0
14657,18249.0,2005-11-02 21:00:00,Utah Jazz,0,1.0,1.0,Wednesday,November,0,0.3142857142857143,4,5,2005,1260,19911.0
14658,19245.0,2005-11-02 22:30:00,Denver Nuggets,0,1.0,1.0,Wednesday,November,0,0.7066666666666667,4,4,2005,1350,19913.0
14659,18629.0,2005-11-02 22:30:00,Golden State Warriors,0,1.0,1.0,Wednesday,November,0,0.3142857142857143,5,3,2005,1350,20043.0
14660,20128.0,2005-11-03 20:00:00,Miami Heat,0,1.0,0.5,Thursday,November,0,0.7073170731707317,4,5,2005,1200,20294.0
14661,18997.0,2005-11-03 22:30:00,Los Angeles Lakers,0,1.0,0.5,Thursday,November,0,0.30985915492957744,24,4,2005,1350,18997.0
14662,14942.0,2005-11-04 19:00:00,Orlando Magic,0,0.0,0.0,Friday,November,0,0.4142857142857143,3,19,2005,1140,17283.0
14663,16642.0,2005-11-04 19:30:00,Boston Celtics,0,2.0,1.0,Friday,November,1,0.5384615384615384,6,10,2005,1170,18624.0
14664,19763.0,2005-11-04 19:30:00,New York Knicks,0,2.0,1.0,Friday,November,0,0.5,4,3,2005,1170,19763.0
14665,18797.0,2005-11-04 20:00:00,San Antonio Spurs,0,2.0,1.0,Friday,November,0,0.7011494252873564,3,5,2005,1200,18797.0
14666,15595.0,2005-11-04 21:00:00,Denver Nuggets,0,0.0,0.0,Friday,November,0,0.7066666666666667,2,4,2005,1260,19913.0
14667,16813.0,2005-11-04 22:30:00,Los Angeles Clippers,0,1.0,1.0,Friday,November,0,0.4084507042253521,5,2,2005,1350,20127.0
14668,18416.0,2005-11-04 22:30:00,Golden State Warriors,0,2.0,1.0,Friday,November,0,0.3142857142857143,5,3,2005,1350,20043.0
14669,20173.0,2005-11-05 19:00:00,Washington Wizards,0,3.0,1.0,Saturday,November,0,0.4875,19,4,2005,1140,20173.0
14670,22076.0,2005-11-05 19:30:00,Detroit Pistons,0,0.0,0.0,Saturday,November,0,0.7011494252873564,6,6,2005,1170,22076.0
14671,18345.0,2005-11-05 20:00:00,Indiana Pacers,0,1.0,0.3333333333333333,Saturday,November,0,0.5238095238095238,10,4,2005,1200,18345.0
14672,17368.0,2005-11-05 20:00:00,Memphis Grizzlies,0,2.0,0.6666666666666666,Saturday,November,0,0.7466666666666667,3,3,2005,1200,18119.0
14673,20468.0,2005-11-05 20:30:00,Dallas Mavericks,0,2.0,0.6666666666666666,Saturday,November,0,0.7407407407407407,5,4,2005,1230,20915.0
14674,18717.0,2005-11-05 20:30:00,Milwaukee Bucks,0,2.0,1.0,Saturday,November,0,0.3857142857142857,5,3,2005,1230,18717.0
