,Attendance,Time,Home,Playoffs?,Last Five,Curr Win %,Day of Week,Month,Rivalry?,LS Win %,V Pop,H Pop,Year,Hour,Capacity
21660,16646.0,2012-10-31 19:30:00,Detroit Pistons,0,1.0,1.0,Wednesday,October,0,0.5,10,2,2012,1170,22076.0
21661,21313.0,2012-10-31 20:00:00,Chicago Bulls,0,0.0,0.0,Wednesday,October,0,0.515625,2,21,2012,1200,23028.0
21662,17634.0,2012-10-31 21:00:00,Utah Jazz,0,1.0,1.0,Wednesday,October,0,0.5,4,3,2012,1260,19911.0
21663,15678.0,2012-10-31 22:00:00,Phoenix Suns,0,0.0,0.0,Wednesday,October,0,0.7288135593220338,2,13,2012,1320,18237.0
21664,19060.0,2012-10-31 22:30:00,Los Angeles Clippers,0,0.0,0.0,Wednesday,October,0,0.7647058823529411,3,1,2012,1350,19895.0
21665,20401.0,2012-10-31 22:30:00,Portland Trail Blazers,0,1.0,1.0,Wednesday,October,0,0.5333333333333333,6,7,2012,1350,20665.0
21666,18581.0,2012-11-01 21:30:00,San Antonio Spurs,0,1.0,1.0,Thursday,November,0,0.7297297297297297,14,5,2012,1290,18759.0
21667,18846.0,2012-11-02 19:00:00,Orlando Magic,0,1.0,1.0,Friday,November,0,0.5079365079365079,3,30,2012,1140,19311.0
21668,18238.0,2012-11-02 19:30:00,Atlanta Hawks,0,2.0,1.0,Friday,November,0,0.5692307692307692,17,6,2012,1170,19319.0
21669,18624.0,2012-11-02 19:30:00,Boston Celtics,0,1.0,1.0,Friday,November,0,0.6623376623376623,2,17,2012,1170,18624.0
21670,20562.0,2012-11-02 19:30:00,Cleveland Cavaliers,0,1.0,0.5,Friday,November,1,0.27586206896551724,26,2,2012,1170,20562.0
21671,19356.0,2012-11-02 20:00:00,Minnesota Timberwolves,0,0.0,0.0,Friday,November,0,0.36666666666666653,4,2,2012,1200,20340.0
21672,19033.0,2012-11-02 20:00:00,New York Knicks,0,1.0,1.0,Friday,November,1,0.5079365079365079,19,6,2012,1200,19763.0
21673,18203.0,2012-11-02 20:00:00,Oklahoma City Thunder,0,1.0,0.5,Friday,November,0,0.6790123456790124,10,14,2012,1200,18203.0
21674,15107.0,2012-11-02 22:00:00,Phoenix Suns,0,1.0,0.5,Friday,November,0,0.7288135593220338,2,19,2012,1320,18237.0
21675,19596.0,2012-11-02 22:30:00,Golden State Warriors,0,1.0,0.5,Friday,November,0,0.7333333333333333,6,3,2012,1350,19596.0
21676,18997.0,2012-11-02 22:30:00,Los Angeles Lakers,0,0.0,0.0,Friday,November,1,0.7142857142857143,2,8,2012,1350,18997.0
21677,18165.0,2012-11-03 19:00:00,Indiana Pacers,0,0.0,0.0,Saturday,November,0,0.6714285714285714,4,3,2012,1140,18165.0
21678,20308.0,2012-11-03 19:00:00,Washington Wizards,0,0.0,0.0,Saturday,November,0,0.2413793103448276,17,3,2012,1140,20308.0
21679,20104.0,2012-11-03 19:30:00,Miami Heat,0,2.0,0.6666666666666666,Saturday,November,0,0.6790123456790124,3,19,2012,1170,20300.0
21680,18140.0,2012-11-03 20:00:00,Houston Rockets,0,2.0,0.6666666666666666,Saturday,November,0,0.6842105263157895,10,17,2012,1200,18460.0
21681,17086.0,2012-11-03 20:30:00,Milwaukee Bucks,0,2.0,1.0,Saturday,November,0,0.4406779661016949,2,2,2012,1230,18717.0
21682,18581.0,2012-11-03 20:30:00,San Antonio Spurs,0,1.0,0.5,Saturday,November,0,0.7297297297297297,4,5,2012,1230,18759.0
21683,19060.0,2012-11-03 22:30:00,Los Angeles Clippers,0,2.0,0.6666666666666666,Saturday,November,0,0.7647058823529411,3,2,2012,1350,19895.0
21684,19033.0,2012-11-04 12:00:00,New York Knicks,0,1.0,0.5,Sunday,November,0,0.5079365079365079,6,6,2012,720,19763.0
21685,17022.0,2012-11-04 18:00:00,Orlando Magic,0,1.0,0.3333333333333333,Sunday,November,0,0.5079365079365079,19,30,2012,1080,19311.0
21686,16754.0,2012-11-04 18:00:00,Toronto Raptors,0,1.0,0.3333333333333333,Sunday,November,0,0.3275862068965517,2,4,2012,1080,20092.0
21687,18203.0,2012-11-04 19:00:00,Oklahoma City Thunder,0,1.0,0.3333333333333333,Sunday,November,0,0.6790123456790124,6,14,2012,1140,18203.0
21688,18997.0,2012-11-04 21:30:00,Los Angeles Lakers,0,1.0,0.25,Sunday,November,1,0.7142857142857143,2,8,2012,1290,18997.0
21689,15783.0,2012-11-05 19:00:00,Philadelphia 76ers,0,1.0,0.3333333333333333,Monday,November,0,0.5070422535211268,6,6,2012,1140,20694.0
21690,19600.0,2012-11-05 19:30:00,Miami Heat,0,1.0,0.25,Monday,November,0,0.6790123456790124,19,19,2012,1170,20300.0
21691,17401.0,2012-11-05 20:00:00,Memphis Grizzlies,0,1.0,0.3333333333333333,Monday,November,0,0.582089552238806,4,6,2012,1200,18119.0
21692,19521.0,2012-11-05 20:30:00,Dallas Mavericks,0,2.0,0.5,Monday,November,0,0.7076923076923077,10,5,2012,1230,20664.0
21693,17158.0,2012-11-05 20:30:00,San Antonio Spurs,0,3.0,1.0,Monday,November,0,0.7297297297297297,3,5,2012,1230,18759.0
21694,17317.0,2012-11-05 22:00:00,Sacramento Kings,0,1.0,0.25,Monday,November,0,0.3,3,4,2012,1320,17317.0
21695,19060.0,2012-11-05 22:30:00,Los Angeles Clippers,0,2.0,0.5,Monday,November,0,0.7647058823529411,2,2,2012,1350,19895.0
21696,21216.0,2012-11-06 20:00:00,Chicago Bulls,0,2.0,0.6666666666666666,Tuesday,November,0,0.515625,30,26,2012,1200,23028.0
21697,18203.0,2012-11-06 20:00:00,Oklahoma City Thunder,0,1.0,0.25,Tuesday,November,0,0.6790123456790124,4,14,2012,1200,18203.0
21698,19155.0,2012-11-06 21:00:00,Denver Nuggets,0,0.0,0.0,Tuesday,November,0,0.5882352941176471,2,3,2012,1260,19770.0
21699,10684.0,2012-11-07 19:30:00,Atlanta Hawks,0,2.0,0.5,Wednesday,November,0,0.5692307692307692,3,6,2012,1170,19319.0
21700,18624.0,2012-11-07 19:30:00,Boston Celtics,0,0.0,0.0,Wednesday,November,0,0.6623376623376623,3,17,2012,1170,18624.0
21701,19627.0,2012-11-07 19:30:00,Miami Heat,0,4.0,0.8,Wednesday,November,0,0.6790123456790124,22,19,2012,1170,20300.0
21702,11465.0,2012-11-07 20:00:00,Milwaukee Bucks,0,2.0,0.6666666666666666,Wednesday,November,0,0.4406779661016949,6,2,2012,1200,18717.0
21703,17121.0,2012-11-07 20:00:00,Minnesota Timberwolves,0,2.0,0.5,Wednesday,November,0,0.36666666666666653,30,2,2012,1200,20340.0
21704,13372.0,2012-11-07 20:00:00,Houston Rockets,0,2.0,0.5,Wednesday,November,0,0.6842105263157895,3,17,2012,1200,18460.0
21705,19763.0,2012-11-07 20:30:00,Dallas Mavericks,0,1.0,0.2,Wednesday,November,0,0.7076923076923077,4,5,2012,1230,20664.0
21706,19911.0,2012-11-07 21:00:00,Utah Jazz,0,2.0,0.5,Wednesday,November,0,0.5,8,4,2012,1260,19911.0
21707,10185.0,2012-11-07 22:00:00,Sacramento Kings,0,2.0,0.4,Wednesday,November,0,0.3,2,4,2012,1320,17317.0
21708,18124.0,2012-11-07 22:30:00,Golden State Warriors,0,3.0,0.6,Wednesday,November,1,0.7333333333333333,2,3,2012,1350,19596.0
21709,19060.0,2012-11-07 22:30:00,Los Angeles Clippers,0,3.0,0.75,Wednesday,November,0,0.7647058823529411,5,2,2012,1350,19895.0
21710,21737.0,2012-11-08 20:00:00,Chicago Bulls,0,3.0,0.6,Thursday,November,0,0.515625,14,26,2012,1200,23028.0
21711,20425.0,2012-11-08 22:30:00,Portland Trail Blazers,0,2.0,0.4,Thursday,November,0,0.5333333333333333,2,10,2012,1350,20665.0
21712,17532.0,2012-11-09 19:00:00,Orlando Magic,0,2.0,0.4,Friday,November,0,0.5079365079365079,22,30,2012,1140,19311.0
21713,14531.0,2012-11-09 19:00:00,Washington Wizards,0,0.0,0.0,Friday,November,0,0.2413793103448276,2,3,2012,1140,20308.0
21714,16785.0,2012-11-09 19:30:00,Atlanta Hawks,0,4.0,0.8333333333333334,Friday,November,0,0.5692307692307692,19,6,2012,1170,19319.0
21715,18624.0,2012-11-09 19:30:00,Boston Celtics,0,2.0,0.5,Friday,November,1,0.6623376623376623,6,17,2012,1170,18624.0
21716,19033.0,2012-11-09 19:30:00,New York Knicks,0,4.0,1.0,Friday,November,0,0.5079365079365079,5,6,2012,1170,19763.0
21717,18222.0,2012-11-09 20:00:00,Minnesota Timberwolves,0,4.0,0.8,Friday,November,0,0.36666666666666653,3,2,2012,1200,20340.0
21718,16087.0,2012-11-09 20:00:00,Memphis Grizzlies,0,4.0,0.8,Friday,November,0,0.582089552238806,17,6,2012,1200,18119.0
21719,18203.0,2012-11-09 20:00:00,Oklahoma City Thunder,0,4.0,0.6666666666666666,Friday,November,0,0.6790123456790124,2,14,2012,1200,18203.0
21720,15236.0,2012-11-09 21:00:00,Phoenix Suns,0,2.0,0.4,Friday,November,0,0.7288135593220338,2,19,2012,1260,18237.0
21721,13505.0,2012-11-09 22:00:00,Sacramento Kings,0,4.0,0.8,Friday,November,0,0.3,5,4,2012,1320,17317.0
21722,15523.0,2012-11-09 22:30:00,Denver Nuggets,0,2.0,0.4,Friday,November,0,0.5882352941176471,4,3,2012,1350,19770.0
21723,18997.0,2012-11-09 22:30:00,Los Angeles Lakers,0,2.0,0.3333333333333333,Friday,November,0,0.7142857142857143,3,8,2012,1350,18997.0
21724,12036.0,2012-11-10 19:00:00,Indiana Pacers,0,0.0,0.0,Saturday,November,0,0.6714285714285714,3,3,2012,1140,18165.0
21725,19800.0,2012-11-10 19:00:00,Toronto Raptors,0,1.0,0.16666666666666666,Saturday,November,0,0.3275862068965517,6,4,2012,1140,20092.0
21726,21974.0,2012-11-10 20:00:00,Chicago Bulls,0,3.0,0.6666666666666666,Saturday,November,0,0.515625,2,26,2012,1200,23028.0
21727,15037.0,2012-11-10 20:00:00,Houston Rockets,0,2.0,0.5,Saturday,November,0,0.6842105263157895,2,17,2012,1200,18460.0
21728,14589.0,2012-11-10 20:30:00,Milwaukee Bucks,0,3.0,0.6,Saturday,November,0,0.4406779661016949,17,2,2012,1230,18717.0
21729,19100.0,2012-11-10 21:00:00,Utah Jazz,0,2.0,0.5,Saturday,November,0,0.5,19,4,2012,1260,19911.0
21730,20447.0,2012-11-10 22:00:00,Portland Trail Blazers,0,4.0,0.8333333333333334,Saturday,November,0,0.5333333333333333,5,10,2012,1320,20665.0
21731,19596.0,2012-11-10 22:30:00,Golden State Warriors,0,2.0,0.42857142857142855,Saturday,November,0,0.7333333333333333,3,3,2012,1350,19596.0
21732,19060.0,2012-11-11 15:30:00,Los Angeles Clippers,0,3.0,0.7142857142857143,Sunday,November,0,0.7647058823529411,6,2,2012,930,19895.0
21733,18119.0,2012-11-11 18:00:00,Memphis Grizzlies,0,4.0,0.7142857142857143,Sunday,November,0,0.582089552238806,19,6,2012,1080,18119.0
21734,18203.0,2012-11-11 19:00:00,Oklahoma City Thunder,0,4.0,0.7142857142857143,Sunday,November,0,0.6790123456790124,2,14,2012,1140,18203.0
21735,18997.0,2012-11-11 21:30:00,Los Angeles Lakers,0,2.0,0.2857142857142857,Sunday,November,0,0.7142857142857143,4,8,2012,1290,18997.0
21736,15086.0,2012-11-12 19:00:00,Philadelphia 76ers,0,2.0,0.5,Monday,November,0,0.5070422535211268,2,6,2012,1140,20694.0
21737,18230.0,2012-11-12 19:00:00,Toronto Raptors,0,3.0,0.5714285714285714,Monday,November,0,0.3275862068965517,4,4,2012,1140,20092.0
21738,12784.0,2012-11-12 19:30:00,Detroit Pistons,0,5.0,0.75,Monday,November,0,0.5,14,2,2012,1170,22076.0
21739,21712.0,2012-11-12 20:00:00,Chicago Bulls,0,3.0,0.6666666666666666,Monday,November,0,0.515625,17,26,2012,1200,23028.0
21740,18041.0,2012-11-12 20:00:00,Houston Rockets,0,4.0,0.75,Monday,November,0,0.6842105263157895,19,17,2012,1200,18460.0
21741,19322.0,2012-11-12 20:30:00,Dallas Mavericks,0,4.0,0.7142857142857143,Monday,November,0,0.7076923076923077,2,5,2012,1230,20664.0
21742,14060.0,2012-11-12 21:00:00,Phoenix Suns,0,2.0,0.42857142857142855,Monday,November,0,0.7288135593220338,3,19,2012,1260,18237.0
21743,19095.0,2012-11-12 22:00:00,Portland Trail Blazers,0,1.0,0.2857142857142857,Monday,November,0,0.5333333333333333,6,10,2012,1320,20665.0
21744,11947.0,2012-11-13 19:00:00,Indiana Pacers,0,1.0,0.25,Tuesday,November,0,0.6714285714285714,4,3,2012,1140,18165.0
21745,18846.0,2012-11-13 19:00:00,Orlando Magic,0,0.0,0.2857142857142857,Tuesday,November,0,0.5079365079365079,6,30,2012,1140,19311.0
21746,10153.0,2012-11-13 22:00:00,Sacramento Kings,0,2.0,0.25,Tuesday,November,0,0.3,10,4,2012,1320,17317.0
21747,18997.0,2012-11-13 22:30:00,Los Angeles Lakers,0,4.0,0.8571428571428571,Tuesday,November,1,0.7142857142857143,5,8,2012,1350,18997.0
21748,11879.0,2012-11-14 19:00:00,Philadelphia 76ers,0,2.0,0.42857142857142855,Wednesday,November,0,0.5070422535211268,2,6,2012,1140,20694.0
21749,18624.0,2012-11-14 19:30:00,Boston Celtics,0,3.0,0.5,Wednesday,November,0,0.6623376623376623,4,17,2012,1170,18624.0
21750,18203.0,2012-11-14 20:00:00,Oklahoma City Thunder,0,4.0,0.6666666666666666,Wednesday,November,0,0.6790123456790124,6,14,2012,1200,18203.0
21751,11573.0,2012-11-14 20:00:00,Milwaukee Bucks,0,3.0,0.7142857142857143,Wednesday,November,0,0.4406779661016949,3,2,2012,1200,18717.0
21752,19560.0,2012-11-14 20:30:00,Dallas Mavericks,0,0.0,0.0,Wednesday,November,0,0.7076923076923077,3,5,2012,1230,20664.0
21753,15305.0,2012-11-14 21:00:00,Phoenix Suns,0,2.0,0.375,Wednesday,November,0,0.7288135593220338,26,19,2012,1260,18237.0
21754,18107.0,2012-11-14 22:30:00,Golden State Warriors,0,2.0,0.5,Wednesday,November,0,0.7333333333333333,6,3,2012,1350,19596.0
21755,19146.0,2012-11-14 22:30:00,Los Angeles Clippers,0,3.0,0.6666666666666666,Wednesday,November,0,0.7647058823529411,19,2,2012,1350,19895.0
21756,18581.0,2012-11-15 20:30:00,San Antonio Spurs,0,3.0,0.75,Thursday,November,0,0.7297297297297297,6,5,2012,1230,18759.0
21757,19155.0,2012-11-15 22:30:00,Denver Nuggets,0,3.0,0.7,Thursday,November,0,0.5882352941176471,19,3,2012,1350,19770.0
21758,15110.0,2012-11-16 19:00:00,Indiana Pacers,0,2.0,0.4444444444444444,Friday,November,0,0.6714285714285714,5,3,2012,1140,18165.0
21759,15851.0,2012-11-16 19:00:00,Philadelphia 76ers,0,2.0,0.4444444444444444,Friday,November,0,0.5070422535211268,4,6,2012,1140,20694.0
21760,11594.0,2012-11-16 19:30:00,Detroit Pistons,0,1.0,0.375,Friday,November,0,0.5,30,2,2012,1170,22076.0
21761,16013.0,2012-11-16 20:00:00,Minnesota Timberwolves,0,3.0,0.625,Friday,November,0,0.36666666666666653,3,2,2012,1200,20340.0
21762,17516.0,2012-11-16 21:30:00,Memphis Grizzlies,0,4.0,0.8571428571428571,Friday,November,0,0.582089552238806,6,6,2012,1290,18119.0
21763,20382.0,2012-11-16 22:00:00,Portland Trail Blazers,0,2.0,0.4444444444444444,Friday,November,0,0.5333333333333333,17,10,2012,1320,20665.0
21764,11814.0,2012-11-16 22:00:00,Sacramento Kings,0,1.0,0.2222222222222222,Friday,November,0,0.3,6,4,2012,1320,17317.0
21765,18997.0,2012-11-16 22:30:00,Los Angeles Lakers,0,2.0,0.3333333333333333,Friday,November,0,0.7142857142857143,19,8,2012,1350,18997.0
21766,18624.0,2012-11-17 12:30:00,Boston Celtics,0,1.0,0.2222222222222222,Saturday,November,0,0.6623376623376623,4,17,2012,750,18624.0
21767,16210.0,2012-11-17 19:00:00,Washington Wizards,0,0.0,0.0,Saturday,November,0,0.2413793103448276,4,3,2012,1140,20308.0
21768,18633.0,2012-11-17 19:30:00,Cleveland Cavaliers,0,2.0,0.5555555555555556,Saturday,November,0,0.27586206896551724,5,2,2012,1170,20562.0
21769,18581.0,2012-11-17 20:30:00,San Antonio Spurs,0,4.0,0.7777777777777778,Saturday,November,0,0.7297297297297297,3,5,2012,1230,18759.0
21770,19060.0,2012-11-17 21:00:00,Los Angeles Clippers,0,5.0,0.7777777777777778,Saturday,November,0,0.7647058823529411,26,2,2012,1260,19895.0
21771,16840.0,2012-11-17 21:00:00,Phoenix Suns,0,1.0,0.3,Saturday,November,0,0.7288135593220338,19,19,2012,1260,18237.0
21772,19033.0,2012-11-18 12:00:00,New York Knicks,0,4.0,0.875,Sunday,November,1,0.5079365079365079,3,6,2012,720,19763.0
21773,18702.0,2012-11-18 13:00:00,Toronto Raptors,0,2.0,0.3,Sunday,November,0,0.3275862068965517,30,4,2012,780,20092.0
21774,15021.0,2012-11-18 18:00:00,Philadelphia 76ers,0,3.0,0.5555555555555556,Sunday,November,0,0.5070422535211268,2,6,2012,1080,20694.0
21775,11965.0,2012-11-18 18:00:00,Sacramento Kings,0,0.0,0.2,Sunday,November,0,0.3,22,4,2012,1080,17317.0
21776,18203.0,2012-11-18 19:00:00,Oklahoma City Thunder,0,4.0,0.7,Sunday,November,0,0.6790123456790124,3,14,2012,1140,18203.0
21777,12214.0,2012-11-18 19:30:00,Detroit Pistons,0,2.0,0.18181818181818185,Sunday,November,1,0.5,17,2,2012,1170,22076.0
21778,20242.0,2012-11-18 21:00:00,Portland Trail Blazers,0,3.0,0.5,Sunday,November,0,0.5333333333333333,26,10,2012,1260,20665.0
21779,18997.0,2012-11-18 21:30:00,Los Angeles Lakers,0,4.0,0.5,Sunday,November,0,0.7142857142857143,17,8,2012,1290,18997.0
21780,14426.0,2012-11-19 19:00:00,Washington Wizards,0,0.0,0.0,Monday,November,0,0.2413793103448276,3,3,2012,1140,20308.0
21781,15066.0,2012-11-19 19:30:00,Atlanta Hawks,0,1.0,0.3,Monday,November,0,0.5692307692307692,30,6,2012,1170,19319.0
21782,15111.0,2012-11-19 20:00:00,Memphis Grizzlies,0,4.0,0.7777777777777778,Monday,November,0,0.582089552238806,3,6,2012,1200,18119.0
21783,20034.0,2012-11-19 20:30:00,Dallas Mavericks,0,3.0,0.5454545454545454,Monday,November,0,0.7076923076923077,3,5,2012,1230,20664.0
21784,17920.0,2012-11-19 20:30:00,San Antonio Spurs,0,3.0,0.7,Monday,November,0,0.7297297297297297,2,5,2012,1230,18759.0
21785,19197.0,2012-11-19 21:00:00,Utah Jazz,0,3.0,0.5454545454545454,Monday,November,1,0.5,17,4,2012,1260,19911.0
21786,13965.0,2012-11-20 19:00:00,Philadelphia 76ers,0,2.0,0.2727272727272727,Tuesday,November,0,0.5070422535211268,4,6,2012,1140,20694.0
21787,18997.0,2012-11-20 22:30:00,Los Angeles Lakers,0,4.0,0.5454545454545454,Tuesday,November,0,0.7142857142857143,22,8,2012,1350,18997.0
21788,16743.0,2012-11-21 19:00:00,Cleveland Cavaliers,0,3.0,0.5454545454545454,Wednesday,November,0,0.27586206896551724,6,2,2012,1140,20562.0
21789,17199.0,2012-11-21 19:00:00,Orlando Magic,0,2.0,0.3636363636363637,Wednesday,November,0,0.5079365079365079,2,30,2012,1140,19311.0
21790,11338.0,2012-11-21 19:30:00,Atlanta Hawks,0,0.0,0.0,Wednesday,November,0,0.5692307692307692,3,6,2012,1170,19319.0
21791,18624.0,2012-11-21 19:30:00,Boston Celtics,0,3.0,0.7272727272727273,Wednesday,November,0,0.6623376623376623,5,17,2012,1170,18624.0
21792,19971.0,2012-11-21 19:30:00,Miami Heat,0,3.0,0.625,Wednesday,November,0,0.6790123456790124,2,19,2012,1170,20300.0
21793,18203.0,2012-11-21 19:30:00,Oklahoma City Thunder,0,4.0,0.7272727272727273,Wednesday,November,0,0.6790123456790124,2,14,2012,1170,18203.0
21794,15950.0,2012-11-21 20:00:00,Houston Rockets,0,1.0,0.3636363636363637,Wednesday,November,0,0.6842105263157895,26,17,2012,1200,18460.0
21795,16879.0,2012-11-21 20:00:00,Minnesota Timberwolves,0,2.0,0.5555555555555556,Wednesday,November,0,0.36666666666666653,3,2,2012,1200,20340.0
21796,20157.0,2012-11-21 20:30:00,Dallas Mavericks,0,3.0,0.7777777777777778,Wednesday,November,0,0.7076923076923077,6,5,2012,1230,20664.0
21797,14263.0,2012-11-21 21:00:00,Phoenix Suns,0,3.0,0.4545454545454545,Wednesday,November,0,0.7288135593220338,10,19,2012,1260,18237.0
21798,15249.0,2012-11-21 22:00:00,Sacramento Kings,0,1.0,0.2727272727272727,Wednesday,November,0,0.3,8,4,2012,1320,17317.0
21799,18374.0,2012-11-21 22:30:00,Golden State Warriors,0,4.0,0.5833333333333334,Wednesday,November,0,0.7333333333333333,22,3,2012,1350,19596.0
21800,17334.0,2012-11-23 19:00:00,Orlando Magic,0,3.0,0.4166666666666667,Friday,November,0,0.5079365079365079,2,30,2012,1140,19311.0
21801,18624.0,2012-11-23 19:30:00,Boston Celtics,0,3.0,0.6666666666666666,Friday,November,0,0.6623376623376623,14,17,2012,1170,18624.0
21802,12778.0,2012-11-23 19:30:00,Detroit Pistons,0,2.0,0.25,Friday,November,0,0.5,4,2,2012,1170,22076.0
21803,18038.0,2012-11-23 20:00:00,Houston Rockets,0,2.0,0.7,Friday,November,0,0.6842105263157895,6,17,2012,1200,18460.0
21804,17082.0,2012-11-23 20:00:00,Indiana Pacers,0,3.0,0.75,Friday,November,0,0.6714285714285714,5,3,2012,1200,18165.0
21805,18119.0,2012-11-23 20:00:00,Memphis Grizzlies,0,4.0,0.8,Friday,November,0,0.582089552238806,8,6,2012,1200,18119.0
21806,18523.0,2012-11-23 21:00:00,Denver Nuggets,0,3.0,0.5384615384615384,Friday,November,0,0.5882352941176471,3,3,2012,1260,19770.0
21807,18000.0,2012-11-23 21:00:00,Utah Jazz,0,3.0,0.5833333333333334,Friday,November,0,0.5,4,4,2012,1260,19911.0
21808,20555.0,2012-11-23 22:00:00,Portland Trail Blazers,0,4.0,0.5,Friday,November,0,0.5333333333333333,2,10,2012,1320,20665.0
21809,16024.0,2012-11-24 19:00:00,Atlanta Hawks,0,2.0,0.6153846153846154,Saturday,November,0,0.5692307692307692,2,6,2012,1140,19319.0
21810,19611.0,2012-11-24 19:00:00,Philadelphia 76ers,0,3.0,0.5,Saturday,November,0,0.5070422535211268,14,6,2012,1140,20694.0
21811,20064.0,2012-11-24 19:30:00,Miami Heat,0,4.0,0.7692307692307693,Saturday,November,0,0.6790123456790124,2,19,2012,1170,20300.0
21812,20423.0,2012-11-24 20:30:00,Dallas Mavericks,0,3.0,0.5,Saturday,November,0,0.7076923076923077,8,5,2012,1230,20664.0
21813,14812.0,2012-11-24 21:00:00,Milwaukee Bucks,0,2.0,0.5555555555555556,Saturday,November,0,0.4406779661016949,26,2,2012,1260,18717.0
21814,12239.0,2012-11-24 22:00:00,Sacramento Kings,0,3.0,0.5384615384615384,Saturday,November,0,0.3,4,4,2012,1320,17317.0
21815,19084.0,2012-11-24 22:30:00,Golden State Warriors,0,1.0,0.4545454545454545,Saturday,November,0,0.7333333333333333,2,3,2012,1350,19596.0
21816,19033.0,2012-11-25 13:00:00,New York Knicks,0,2.0,0.7272727272727273,Sunday,November,0,0.5079365079365079,2,6,2012,780,19763.0
21817,19800.0,2012-11-25 13:00:00,Toronto Raptors,0,1.0,0.2307692307692308,Sunday,November,0,0.3275862068965517,5,4,2012,780,20092.0
21818,17037.0,2012-11-25 18:00:00,Orlando Magic,0,2.0,0.38461538461538464,Sunday,November,0,0.5079365079365079,17,30,2012,1080,19311.0
21819,14518.0,2012-11-25 18:00:00,Philadelphia 76ers,0,1.0,0.3333333333333333,Sunday,November,0,0.5070422535211268,19,6,2012,1080,20694.0
21820,13879.0,2012-11-26 19:00:00,Washington Wizards,0,0.0,0.0,Monday,November,0,0.2413793103448276,5,3,2012,1140,20308.0
21821,10212.0,2012-11-26 19:30:00,Detroit Pistons,0,2.0,0.42857142857142855,Monday,November,0,0.5,10,2,2012,1170,22076.0
21822,21485.0,2012-11-26 20:00:00,Chicago Bulls,0,3.0,0.6,Monday,November,0,0.515625,2,26,2012,1200,23028.0
21823,13485.0,2012-11-26 20:00:00,Memphis Grizzlies,0,4.0,0.8181818181818182,Monday,November,0,0.582089552238806,2,6,2012,1200,18119.0
21824,18776.0,2012-11-26 21:00:00,Utah Jazz,0,4.0,0.5714285714285714,Monday,November,0,0.5,3,4,2012,1260,19911.0
21825,13687.0,2012-11-27 19:00:00,Cleveland Cavaliers,0,2.0,0.38461538461538464,Tuesday,November,0,0.27586206896551724,19,2,2012,1140,20562.0
21826,15107.0,2012-11-27 19:00:00,Philadelphia 76ers,0,3.0,0.5714285714285714,Tuesday,November,0,0.5070422535211268,5,6,2012,1140,20694.0
21827,12907.0,2012-11-27 20:00:00,Houston Rockets,0,1.0,0.21428571428571427,Tuesday,November,0,0.6842105263157895,4,17,2012,1200,18460.0
21828,10741.0,2012-11-27 22:00:00,Sacramento Kings,0,2.0,0.2857142857142857,Tuesday,November,0,0.3,2,4,2012,1320,17317.0
21829,18997.0,2012-11-27 22:30:00,Los Angeles Lakers,0,2.0,0.4666666666666667,Tuesday,November,0,0.7142857142857143,3,8,2012,1350,18997.0
21830,17271.0,2012-11-28 19:00:00,Orlando Magic,0,5.0,0.8,Wednesday,November,0,0.5079365079365079,5,30,2012,1140,19311.0
21831,14114.0,2012-11-28 19:00:00,Washington Wizards,0,1.0,0.09090909090909093,Wednesday,November,0,0.2413793103448276,10,3,2012,1140,20308.0
21832,18624.0,2012-11-28 19:30:00,Boston Celtics,0,4.0,0.7142857142857143,Wednesday,November,0,0.6623376623376623,22,17,2012,1170,18624.0
21833,10517.0,2012-11-28 19:30:00,Detroit Pistons,0,2.0,0.35714285714285715,Wednesday,November,0,0.5,19,2,2012,1170,22076.0
21834,21575.0,2012-11-28 20:00:00,Chicago Bulls,0,1.0,0.42857142857142855,Wednesday,November,0,0.515625,5,26,2012,1200,23028.0
21835,14603.0,2012-11-28 20:00:00,Memphis Grizzlies,0,0.0,0.2,Wednesday,November,0,0.582089552238806,4,6,2012,1200,18119.0
21836,11439.0,2012-11-28 20:00:00,Milwaukee Bucks,0,2.0,0.6923076923076923,Wednesday,November,0,0.4406779661016949,6,2,2012,1200,18717.0
21837,18203.0,2012-11-28 20:00:00,Oklahoma City Thunder,0,4.0,0.7142857142857143,Wednesday,November,0,0.6790123456790124,17,14,2012,1200,18203.0
21838,19060.0,2012-11-28 22:30:00,Los Angeles Clippers,0,1.0,0.4615384615384616,Wednesday,November,0,0.7647058823529411,2,2,2012,1350,19895.0
21839,19703.0,2012-11-29 20:00:00,Miami Heat,0,4.0,0.75,Thursday,November,0,0.6790123456790124,5,19,2012,1200,20300.0
21840,17627.0,2012-11-29 22:30:00,Golden State Warriors,0,4.0,0.6,Thursday,November,0,0.7333333333333333,3,3,2012,1350,19596.0
21841,17103.0,2012-11-30 19:00:00,Orlando Magic,0,2.0,0.3333333333333333,Friday,November,0,0.5079365079365079,22,30,2012,1140,19311.0
21842,18246.0,2012-11-30 19:00:00,Toronto Raptors,0,1.0,0.25,Friday,November,0,0.3275862068965517,19,4,2012,1140,20092.0
21843,19033.0,2012-11-30 19:30:00,New York Knicks,0,1.0,0.08333333333333333,Friday,November,0,0.5079365079365079,3,6,2012,1170,19763.0
21844,13094.0,2012-11-30 19:30:00,Atlanta Hawks,0,1.0,0.25,Friday,November,0,0.5692307692307692,2,6,2012,1170,19319.0
