Time,Curr Win %,Capacity,Home,Visitor,Playoffs?,Last Five,Day of Week,Month,Attendance
2005-03-08 21:00:00,0.34,19911.0,Utah Jazz,Indiana Pacers,0.0,3.0,Tuesday,March,18452.0
2005-03-08 22:30:00,0.4901960784313725,18997.0,Los Angeles Lakers,Los Angeles Clippers,0.0,2.0,Tuesday,March,18225.0
2005-03-09 19:00:00,0.40384615384615385,19800.0,Toronto Raptors,Orlando Magic,0.0,2.0,Wednesday,March,17362.0
2005-03-09 19:00:00,0.4716981132075472,18624.0,Boston Celtics,Atlanta Hawks,0.0,4.0,Wednesday,March,16089.0
2005-03-09 21:00:00,0.7692307692307693,18422.0,Phoenix Suns,San Antonio Spurs,0.0,4.0,Wednesday,March,18422.0
2005-03-09 22:00:00,0.35294117647058826,19818.0,Portland Trail Blazers,Chicago Bulls,0.0,0.0,Wednesday,March,14251.0
2005-03-10 19:00:00,0.4814814814814815,20291.0,Miami Heat,Minnesota Timberwolves,0.0,3.0,Thursday,March,19854.0
2005-03-10 21:30:00,0.5,20915.0,Dallas Mavericks,Los Angeles Lakers,0.0,3.0,Thursday,March,20411.0
2005-03-11 19:00:00,0.490566037735849,18345.0,Indiana Pacers,Golden State Warriors,0.0,3.0,Friday,March,18345.0
2005-03-11 19:00:00,0.3962264150943397,19800.0,Toronto Raptors,Atlanta Hawks,0.0,1.0,Friday,March,17890.0
2005-03-11 19:30:00,0.6153846153846154,18624.0,Boston Celtics,Detroit Pistons,0.0,2.0,Friday,March,18624.0
2005-03-11 21:00:00,0.7358490566037735,18422.0,Phoenix Suns,Houston Rockets,0.0,3.0,Friday,March,18422.0
2005-03-11 21:00:00,0.3333333333333333,19911.0,Utah Jazz,Memphis Grizzlies,0.0,2.0,Friday,March,18468.0
2005-03-12 19:00:00,0.28846153846153844,19624.0,Atlanta Hawks,Golden State Warriors,0.0,2.0,Saturday,March,17417.0
2005-03-12 20:30:00,0.7547169811320755,18797.0,San Antonio Spurs,Denver Nuggets,0.0,3.0,Saturday,March,18797.0
2005-03-12 22:00:00,0.36538461538461536,19818.0,Portland Trail Blazers,Memphis Grizzlies,0.0,1.0,Saturday,March,17553.0
2005-03-13 13:00:00,0.4821428571428572,19904.0,Minnesota Timberwolves,Dallas Mavericks,0.0,3.0,Sunday,March,19420.0
2005-03-13 15:30:00,0.4107142857142857,20127.0,Los Angeles Clippers,Chicago Bulls,0.0,2.0,Sunday,March,19060.0
2005-03-13 18:00:00,0.4901960784313725,18624.0,Boston Celtics,Washington Wizards,0.0,1.0,Sunday,March,17190.0
2005-03-13 18:00:00,0.4074074074074074,19800.0,Toronto Raptors,Philadelphia 76ers,0.0,2.0,Sunday,March,19800.0
2005-03-13 19:00:00,0.4814814814814815,20562.0,Cleveland Cavaliers,Indiana Pacers,0.0,3.0,Sunday,March,20562.0
2005-03-13 21:00:00,0.7407407407407407,19913.0,Denver Nuggets,Phoenix Suns,0.0,4.0,Sunday,March,19566.0
2005-03-14 19:00:00,0.5,20173.0,Washington Wizards,Los Angeles Lakers,0.0,2.0,Monday,March,20173.0
2005-03-14 19:30:00,0.6296296296296297,19624.0,Atlanta Hawks,Detroit Pistons,0.0,3.0,Monday,March,15733.0
2005-03-14 19:30:00,0.33962264150943394,20291.0,Miami Heat,Milwaukee Bucks,0.0,2.0,Monday,March,19600.0
2005-03-14 20:00:00,0.3584905660377358,18119.0,Memphis Grizzlies,Portland Trail Blazers,0.0,1.0,Monday,March,16165.0
2005-03-15 19:00:00,0.4727272727272727,21068.0,Philadelphia 76ers,Los Angeles Lakers,0.0,2.0,Tuesday,March,20778.0
2005-03-15 19:00:00,0.3207547169811321,20562.0,Cleveland Cavaliers,Utah Jazz,0.0,0.0,Tuesday,March,19794.0
2005-03-15 20:30:00,0.4912280701754386,20915.0,Dallas Mavericks,Minnesota Timberwolves,0.0,3.0,Tuesday,March,20434.0
2005-03-16 19:00:00,0.4,18624.0,Boston Celtics,Toronto Raptors,0.0,2.0,Wednesday,March,17020.0
2005-03-16 19:00:00,0.3148148148148148,18345.0,Indiana Pacers,Utah Jazz,0.0,0.0,Wednesday,March,14754.0
2005-03-16 19:30:00,0.5094339622641509,19624.0,Atlanta Hawks,Washington Wizards,0.0,2.0,Wednesday,March,12848.0
2005-03-16 20:30:00,0.35185185185185186,18292.0,Houston Rockets,Portland Trail Blazers,0.0,1.0,Wednesday,March,18007.0
2005-03-16 21:00:00,0.7592592592592593,18797.0,San Antonio Spurs,Minnesota Timberwolves,0.0,3.0,Wednesday,March,18797.0
2005-03-16 22:30:00,0.44642857142857145,20127.0,Los Angeles Clippers,Orlando Magic,0.0,0.0,Wednesday,March,18054.0
2005-03-17 20:00:00,0.7627118644067796,20291.0,Miami Heat,Los Angeles Lakers,0.0,5.0,Thursday,March,20272.0
2005-03-17 20:30:00,0.34545454545454546,20915.0,Dallas Mavericks,Portland Trail Blazers,0.0,1.0,Thursday,March,20092.0
2005-03-18 19:30:00,0.4642857142857143,18345.0,Indiana Pacers,Los Angeles Lakers,0.0,1.0,Friday,March,18345.0
2005-03-18 19:30:00,0.4821428571428572,20562.0,Cleveland Cavaliers,Philadelphia 76ers,0.0,2.0,Friday,March,20562.0
2005-03-18 19:30:00,0.41818181818181815,19624.0,Atlanta Hawks,New York Knicks,0.0,3.0,Friday,March,16027.0
2005-03-18 20:00:00,0.4745762711864407,18119.0,Memphis Grizzlies,Minnesota Timberwolves,0.0,2.0,Friday,March,18119.0
2005-03-18 20:30:00,0.5964912280701754,18292.0,Houston Rockets,Boston Celtics,0.0,4.0,Friday,March,18219.0
2005-03-18 21:00:00,0.4137931034482759,19913.0,Denver Nuggets,Los Angeles Clippers,0.0,3.0,Friday,March,18915.0
2005-03-18 21:00:00,0.7272727272727273,18422.0,Phoenix Suns,Golden State Warriors,0.0,3.0,Friday,March,18422.0
2005-03-19 19:00:00,0.4736842105263158,21068.0,Philadelphia 76ers,Chicago Bulls,0.0,2.0,Saturday,March,20599.0
2005-03-19 19:00:00,0.509090909090909,20173.0,Washington Wizards,Utah Jazz,0.0,3.0,Saturday,March,20173.0
2005-03-19 19:30:00,0.4107142857142857,20291.0,Miami Heat,New York Knicks,0.0,3.0,Saturday,March,20268.0
2005-03-19 22:00:00,0.3392857142857143,19818.0,Portland Trail Blazers,Orlando Magic,0.0,1.0,Saturday,March,15395.0
2005-03-19 22:30:00,0.6491228070175439,20127.0,Los Angeles Clippers,Sacramento Kings,0.0,3.0,Saturday,March,19816.0
2005-03-20 13:00:00,0.4035087719298245,19800.0,Toronto Raptors,Cleveland Cavaliers,0.0,2.0,Sunday,March,19800.0
2005-03-20 15:30:00,0.7321428571428571,18119.0,Memphis Grizzlies,Phoenix Suns,0.0,3.0,Sunday,March,18119.0
2005-03-20 19:30:00,0.4833333333333333,19904.0,Minnesota Timberwolves,Houston Rockets,0.0,2.0,Sunday,March,18071.0
2005-03-20 21:00:00,0.35714285714285715,19913.0,Denver Nuggets,Milwaukee Bucks,0.0,2.0,Sunday,March,16816.0
2005-03-21 20:30:00,0.5454545454545454,22869.0,Chicago Bulls,Atlanta Hawks,0.0,4.0,Monday,March,21945.0
2005-03-21 22:30:00,0.3333333333333333,20127.0,Los Angeles Clippers,Portland Trail Blazers,0.0,0.0,Monday,March,16498.0
2005-03-22 19:00:00,0.631578947368421,20562.0,Cleveland Cavaliers,Detroit Pistons,0.0,4.0,Tuesday,March,20562.0
2005-03-22 19:30:00,0.7368421052631579,19624.0,Atlanta Hawks,Phoenix Suns,0.0,3.0,Tuesday,March,14521.0
2005-03-22 21:00:00,0.5,19913.0,Denver Nuggets,Washington Wizards,0.0,3.0,Tuesday,March,16712.0
2005-03-22 21:00:00,0.32142857142857145,19911.0,Utah Jazz,Los Angeles Lakers,0.0,1.0,Tuesday,March,18746.0
2005-03-22 21:30:00,0.7540983606557377,18292.0,Houston Rockets,Miami Heat,0.0,4.0,Tuesday,March,18292.0
2005-03-23 19:00:00,0.7192982456140351,18345.0,Indiana Pacers,San Antonio Spurs,0.0,1.0,Wednesday,March,16560.0
2005-03-23 19:00:00,0.3965517241379311,19800.0,Toronto Raptors,Chicago Bulls,0.0,2.0,Wednesday,March,16974.0
2005-03-23 20:00:00,0.4827586206896552,21068.0,Philadelphia 76ers,Detroit Pistons,0.0,3.0,Wednesday,March,19522.0
2005-03-23 22:30:00,0.3508771929824561,20127.0,Los Angeles Clippers,Milwaukee Bucks,0.0,2.0,Wednesday,March,17708.0
2005-03-24 20:30:00,0.6,18292.0,Houston Rockets,Cleveland Cavaliers,0.0,3.0,Thursday,March,18208.0
2005-03-24 21:00:00,0.4482758620689655,19913.0,Denver Nuggets,Los Angeles Lakers,0.0,0.0,Thursday,March,19866.0
2005-03-24 21:00:00,0.5087719298245614,19911.0,Utah Jazz,Washington Wizards,0.0,3.0,Thursday,March,17936.0
2005-03-25 19:00:00,0.3898305084745763,21068.0,Philadelphia 76ers,Toronto Raptors,0.0,1.0,Friday,March,18521.0
2005-03-25 19:30:00,0.5614035087719298,18624.0,Boston Celtics,Chicago Bulls,0.0,4.0,Friday,March,18624.0
2005-03-25 20:00:00,0.7241379310344828,20291.0,Miami Heat,Phoenix Suns,0.0,3.0,Friday,March,20278.0
2005-03-25 20:30:00,0.7241379310344828,18797.0,San Antonio Spurs,Atlanta Hawks,0.0,2.0,Friday,March,18797.0
2005-03-25 22:30:00,0.5,20127.0,Los Angeles Clippers,Washington Wizards,0.0,2.0,Friday,March,19239.0
2005-03-26 19:00:00,0.4,19624.0,Atlanta Hawks,Toronto Raptors,0.0,2.0,Saturday,March,16648.0
2005-03-26 20:30:00,0.6271186440677966,20915.0,Dallas Mavericks,Cleveland Cavaliers,0.0,3.0,Saturday,March,20435.0
2005-03-26 20:30:00,0.5084745762711864,22869.0,Chicago Bulls,Indiana Pacers,0.0,4.0,Saturday,March,22755.0
2005-03-26 21:00:00,0.639344262295082,19913.0,Denver Nuggets,Sacramento Kings,0.0,3.0,Saturday,March,19729.0
2005-03-26 21:00:00,0.3275862068965517,19911.0,Utah Jazz,Milwaukee Bucks,0.0,2.0,Saturday,March,18677.0
2005-03-26 22:00:00,0.3389830508474576,19818.0,Portland Trail Blazers,New York Knicks,0.0,1.0,Saturday,March,15656.0
2005-03-27 13:00:00,0.7288135593220338,18797.0,San Antonio Spurs,Houston Rockets,0.0,2.0,Sunday,March,18797.0
2005-03-27 15:30:00,0.4918032786885246,19904.0,Minnesota Timberwolves,Los Angeles Clippers,0.0,3.0,Sunday,March,14007.0
2005-03-27 19:30:00,0.5,18997.0,Los Angeles Lakers,Philadelphia 76ers,0.0,4.0,Sunday,March,18347.0
2005-03-28 20:30:00,0.55,22869.0,Chicago Bulls,Memphis Grizzlies,0.0,2.0,Monday,March,21935.0
2005-03-28 21:00:00,0.3220338983050847,19911.0,Utah Jazz,Houston Rockets,0.0,2.0,Monday,March,17136.0
2005-03-28 21:00:00,0.7333333333333333,18422.0,Phoenix Suns,Denver Nuggets,0.0,4.0,Monday,March,18422.0
2005-03-28 22:00:00,0.5084745762711864,19818.0,Portland Trail Blazers,Washington Wizards,0.0,3.0,Monday,March,14514.0
2005-03-29 19:00:00,0.421875,20562.0,Cleveland Cavaliers,Los Angeles Clippers,0.0,3.0,Tuesday,March,20562.0
2005-03-29 19:30:00,0.3934426229508197,20291.0,Miami Heat,Toronto Raptors,0.0,2.0,Tuesday,March,20197.0
2005-03-29 22:30:00,0.4098360655737705,18997.0,Los Angeles Lakers,New York Knicks,0.0,2.0,Tuesday,March,18997.0
2005-03-30 19:00:00,0.639344262295082,18624.0,Boston Celtics,Dallas Mavericks,0.0,4.0,Wednesday,March,18624.0
2005-03-30 19:00:00,0.5166666666666667,20173.0,Washington Wizards,Atlanta Hawks,0.0,3.0,Wednesday,March,14815.0
2005-03-30 21:00:00,0.31666666666666665,19911.0,Utah Jazz,Denver Nuggets,0.0,2.0,Wednesday,March,17444.0
2005-03-30 22:00:00,0.7377049180327869,18422.0,Phoenix Suns,Philadelphia 76ers,0.0,4.0,Wednesday,March,18422.0
2005-03-30 22:00:00,0.3278688524590164,19818.0,Portland Trail Blazers,Houston Rockets,0.0,1.0,Wednesday,March,17840.0
2005-03-31 20:00:00,0.75,18345.0,Indiana Pacers,Miami Heat,0.0,3.0,Thursday,March,18345.0
2005-03-31 20:00:00,0.5084745762711864,22869.0,Chicago Bulls,Cleveland Cavaliers,0.0,2.0,Thursday,March,22678.0
2005-03-31 22:30:00,0.5,18997.0,Los Angeles Lakers,Minnesota Timberwolves,0.0,3.0,Thursday,March,18997.0
2005-04-01 19:00:00,0.4761904761904762,21068.0,Philadelphia 76ers,Dallas Mavericks,0.0,2.0,Friday,April,20464.0
2005-04-01 19:30:00,0.4838709677419355,19624.0,Atlanta Hawks,Boston Celtics,0.0,1.0,Friday,April,16602.0
2005-04-01 20:00:00,0.640625,20562.0,Cleveland Cavaliers,Sacramento Kings,0.0,3.0,Friday,April,20562.0
2005-04-01 21:00:00,0.7419354838709677,18422.0,Phoenix Suns,Minnesota Timberwolves,0.0,4.0,Friday,April,18422.0
2005-04-01 21:00:00,0.3114754098360656,19911.0,Utah Jazz,Golden State Warriors,0.0,1.0,Friday,April,18544.0
2005-04-01 22:30:00,0.7166666666666667,19913.0,Denver Nuggets,San Antonio Spurs,0.0,2.0,Friday,April,19730.0
2005-04-02 20:30:00,0.7213114754098361,18797.0,San Antonio Spurs,Los Angeles Lakers,0.0,3.0,Saturday,April,18797.0
2005-04-02 22:00:00,0.3225806451612903,19818.0,Portland Trail Blazers,Denver Nuggets,0.0,1.0,Saturday,April,17638.0
2005-04-03 13:00:00,0.5161290322580645,20173.0,Washington Wizards,Indiana Pacers,0.0,3.0,Sunday,April,20173.0
2005-04-03 13:00:00,0.484375,18624.0,Boston Celtics,Philadelphia 76ers,0.0,2.0,Sunday,April,18624.0
2005-04-03 15:30:00,0.6349206349206349,20562.0,Cleveland Cavaliers,Dallas Mavericks,0.0,4.0,Sunday,April,20562.0
2005-04-03 18:00:00,0.3809523809523809,19800.0,Toronto Raptors,Detroit Pistons,0.0,1.0,Sunday,April,19800.0
2005-04-03 18:00:00,0.42424242424242425,19624.0,Atlanta Hawks,Los Angeles Clippers,0.0,2.0,Sunday,April,11508.0
2005-04-03 20:00:00,0.5645161290322581,18119.0,Memphis Grizzlies,Los Angeles Lakers,0.0,3.0,Sunday,April,18119.0
2005-04-03 20:30:00,0.7460317460317459,18292.0,Houston Rockets,Phoenix Suns,0.0,5.0,Sunday,April,18203.0
2005-04-05 19:00:00,0.5079365079365079,20173.0,Washington Wizards,Boston Celtics,0.0,3.0,Tuesday,April,14902.0
2005-04-05 19:30:00,0.7538461538461538,20291.0,Miami Heat,Chicago Bulls,0.0,3.0,Tuesday,April,20206.0
2005-04-05 20:00:00,0.5555555555555556,18119.0,Memphis Grizzlies,Denver Nuggets,0.0,2.0,Tuesday,April,18119.0
2005-04-05 20:30:00,0.4516129032258064,20915.0,Dallas Mavericks,Orlando Magic,0.0,2.0,Tuesday,April,19969.0
2005-04-05 21:00:00,0.3225806451612903,19911.0,Utah Jazz,Portland Trail Blazers,0.0,2.0,Tuesday,April,17443.0
2005-04-05 22:00:00,0.75,18422.0,Phoenix Suns,Los Angeles Lakers,0.0,5.0,Tuesday,April,18422.0
2005-04-06 19:00:00,0.328125,18624.0,Boston Celtics,Milwaukee Bucks,0.0,1.0,Wednesday,April,17210.0
2005-04-06 19:00:00,0.546875,18345.0,Indiana Pacers,Cleveland Cavaliers,0.0,5.0,Wednesday,April,17260.0
2005-04-06 19:00:00,0.375,19800.0,Toronto Raptors,Memphis Grizzlies,0.0,1.0,Wednesday,April,14964.0
2005-04-06 20:30:00,0.7258064516129032,18797.0,San Antonio Spurs,Los Angeles Clippers,0.0,4.0,Wednesday,April,18797.0
2005-04-06 21:30:00,0.31746031746031744,19904.0,Minnesota Timberwolves,Utah Jazz,0.0,1.0,Wednesday,April,15022.0
2005-04-06 22:00:00,0.3125,19818.0,Portland Trail Blazers,Golden State Warriors,0.0,0.0,Wednesday,April,16129.0
2005-04-07 20:00:00,0.7142857142857143,20915.0,Dallas Mavericks,San Antonio Spurs,0.0,3.0,Thursday,April,20418.0
2005-04-07 22:30:00,0.4153846153846154,18997.0,Los Angeles Lakers,Houston Rockets,0.0,0.0,Thursday,April,18212.0
2005-04-08 19:00:00,0.4923076923076923,21068.0,Philadelphia 76ers,Cleveland Cavaliers,0.0,2.0,Friday,April,20800.0
2005-04-08 19:00:00,0.38461538461538464,19800.0,Toronto Raptors,Atlanta Hawks,0.0,1.0,Friday,April,14352.0
2005-04-08 20:00:00,0.4923076923076923,18345.0,Indiana Pacers,Washington Wizards,0.0,1.0,Friday,April,18345.0
2005-04-08 20:00:00,0.7424242424242424,18119.0,Memphis Grizzlies,Miami Heat,0.0,3.0,Friday,April,18119.0
2005-04-08 21:30:00,0.5,19904.0,Minnesota Timberwolves,Denver Nuggets,0.0,3.0,Friday,April,19904.0
2005-04-08 22:00:00,0.6363636363636364,19818.0,Portland Trail Blazers,Sacramento Kings,0.0,3.0,Friday,April,17539.0
2005-04-09 19:00:00,0.4925373134328358,19624.0,Atlanta Hawks,Minnesota Timberwolves,0.0,2.0,Saturday,April,17583.0
2005-04-09 19:00:00,0.4848484848484849,20173.0,Washington Wizards,Philadelphia 76ers,0.0,0.0,Saturday,April,20173.0
2005-04-09 19:30:00,0.3230769230769231,20562.0,Cleveland Cavaliers,Milwaukee Bucks,0.0,1.0,Saturday,April,20562.0
2005-04-09 20:30:00,0.3125,20915.0,Dallas Mavericks,Utah Jazz,0.0,1.0,Saturday,April,20387.0
2005-04-09 20:30:00,0.3787878787878788,22869.0,Chicago Bulls,Toronto Raptors,0.0,1.0,Saturday,April,22281.0
2005-04-09 22:00:00,0.7272727272727273,18422.0,Phoenix Suns,Houston Rockets,0.0,3.0,Saturday,April,18422.0
2005-04-09 22:30:00,0.71875,20127.0,Los Angeles Clippers,San Antonio Spurs,0.0,3.0,Saturday,April,19748.0
2005-04-10 13:00:00,0.7313432835820896,20291.0,Miami Heat,Detroit Pistons,0.0,2.0,Sunday,April,20218.0
2005-04-10 15:30:00,0.4,18345.0,Indiana Pacers,New York Knicks,0.0,1.0,Sunday,April,18345.0
2005-04-11 19:00:00,0.373134328358209,19800.0,Toronto Raptors,Indiana Pacers,0.0,1.0,Monday,April,15104.0
2005-04-11 19:00:00,0.4925373134328358,20173.0,Washington Wizards,Milwaukee Bucks,0.0,1.0,Monday,April,14205.0
2005-04-11 20:30:00,0.6470588235294118,22869.0,Chicago Bulls,Detroit Pistons,0.0,5.0,Monday,April,22233.0
2005-04-11 20:30:00,0.5606060606060606,20915.0,Dallas Mavericks,Memphis Grizzlies,0.0,3.0,Monday,April,20044.0
2005-04-11 21:00:00,0.3787878787878788,19913.0,Denver Nuggets,Golden State Warriors,0.0,3.0,Monday,April,18045.0
2005-04-11 22:30:00,0.7313432835820896,18997.0,Los Angeles Lakers,Phoenix Suns,0.0,3.0,Monday,April,18997.0
2005-04-12 19:00:00,0.4925373134328358,21068.0,Philadelphia 76ers,Boston Celtics,0.0,3.0,Tuesday,April,17609.0
2005-04-12 20:30:00,0.7272727272727273,18797.0,San Antonio Spurs,Portland Trail Blazers,0.0,4.0,Tuesday,April,18797.0
2005-04-12 22:30:00,0.3076923076923077,20127.0,Los Angeles Clippers,Utah Jazz,0.0,1.0,Tuesday,April,18697.0
2005-04-13 20:00:00,0.5,20173.0,Washington Wizards,Chicago Bulls,0.0,2.0,Wednesday,April,18181.0
2005-04-13 20:00:00,0.5,19904.0,Minnesota Timberwolves,Golden State Warriors,0.0,3.0,Wednesday,April,15239.0
2005-04-13 20:30:00,0.5522388059701493,18292.0,Houston Rockets,Memphis Grizzlies,0.0,2.0,Wednesday,April,17060.0
2005-04-13 21:00:00,0.3181818181818182,19911.0,Utah Jazz,San Antonio Spurs,0.0,2.0,Wednesday,April,17014.0
2005-04-14 20:00:00,0.4029850746268657,20562.0,Cleveland Cavaliers,New York Knicks,0.0,2.0,Thursday,April,20562.0
2005-04-14 20:00:00,0.5,21068.0,Philadelphia 76ers,Miami Heat,0.0,4.0,Thursday,April,20754.0
2005-04-14 22:30:00,0.29850746268656714,19818.0,Portland Trail Blazers,Dallas Mavericks,0.0,0.0,Thursday,April,17074.0
2005-04-15 19:30:00,0.7101449275362319,18624.0,Boston Celtics,Miami Heat,0.0,1.0,Friday,April,18624.0
2005-04-15 20:00:00,0.5072463768115942,18345.0,Indiana Pacers,Philadelphia 76ers,0.0,4.0,Friday,April,18345.0
2005-04-15 20:00:00,0.5072463768115942,20173.0,Washington Wizards,Cleveland Cavaliers,0.0,3.0,Friday,April,20173.0
2005-04-15 20:30:00,0.41791044776119396,22869.0,Chicago Bulls,Orlando Magic,0.0,0.0,Friday,April,22442.0
2005-04-15 21:00:00,0.31343283582089554,19911.0,Utah Jazz,Minnesota Timberwolves,0.0,1.0,Friday,April,18817.0
2005-04-15 21:00:00,0.5441176470588235,19913.0,Denver Nuggets,Memphis Grizzlies,0.0,2.0,Friday,April,19735.0
2005-04-15 22:00:00,0.7352941176470589,18422.0,Phoenix Suns,Los Angeles Clippers,0.0,3.0,Friday,April,18422.0
2005-04-15 22:30:00,0.6470588235294118,18997.0,Los Angeles Lakers,Sacramento Kings,0.0,4.0,Friday,April,18997.0
2005-04-16 19:00:00,0.5882352941176471,19624.0,Atlanta Hawks,Chicago Bulls,0.0,3.0,Saturday,April,19445.0
2005-04-16 19:30:00,0.6086956521739131,18292.0,Houston Rockets,Denver Nuggets,0.0,4.0,Saturday,April,18216.0
2005-04-16 20:30:00,0.7205882352941176,18797.0,San Antonio Spurs,Memphis Grizzlies,0.0,4.0,Saturday,April,18797.0
2005-04-16 22:00:00,0.6376811594202898,18422.0,Phoenix Suns,Sacramento Kings,0.0,3.0,Saturday,April,18422.0
2005-04-17 15:30:00,0.39130434782608703,18997.0,Los Angeles Lakers,Dallas Mavericks,0.0,0.0,Sunday,April,18237.0
2005-04-17 15:30:00,0.7142857142857143,20291.0,Miami Heat,Indiana Pacers,0.0,1.0,Sunday,April,20187.0
2005-04-17 18:00:00,0.37681159420289856,19800.0,Toronto Raptors,Boston Celtics,0.0,2.0,Sunday,April,18797.0
2005-04-17 20:00:00,0.3088235294117647,19818.0,Portland Trail Blazers,Utah Jazz,0.0,1.0,Sunday,April,18842.0
2005-04-18 19:00:00,0.5142857142857142,21068.0,Philadelphia 76ers,Milwaukee Bucks,0.0,4.0,Monday,April,17605.0
2005-04-18 20:00:00,0.7101449275362319,18119.0,Memphis Grizzlies,San Antonio Spurs,0.0,3.0,Monday,April,17183.0
2005-04-18 20:30:00,0.4084507042253521,18292.0,Houston Rockets,Los Angeles Clippers,0.0,1.0,Monday,April,16582.0
2005-04-18 21:00:00,0.3188405797101449,19911.0,Utah Jazz,Sacramento Kings,0.0,2.0,Monday,April,18603.0
2005-04-18 22:00:00,0.7428571428571429,18422.0,Phoenix Suns,Denver Nuggets,0.0,4.0,Monday,April,18422.0
2005-04-19 19:00:00,0.4927536231884058,20562.0,Cleveland Cavaliers,Boston Celtics,0.0,2.0,Tuesday,April,20562.0
2005-04-19 19:30:00,0.6666666666666666,19624.0,Atlanta Hawks,Detroit Pistons,0.0,5.0,Tuesday,April,19445.0
2005-04-19 20:30:00,0.39130434782608703,22869.0,Chicago Bulls,New York Knicks,0.0,2.0,Tuesday,April,22276.0
2005-04-19 21:00:00,0.3,19913.0,Denver Nuggets,Portland Trail Blazers,0.0,1.0,Tuesday,April,19099.0
2005-04-20 19:00:00,0.38028169014084506,19800.0,Toronto Raptors,Cleveland Cavaliers,0.0,2.0,Wednesday,April,19800.0
2005-04-20 19:00:00,0.5211267605633803,21068.0,Philadelphia 76ers,Atlanta Hawks,0.0,4.0,Wednesday,April,19840.0
2005-04-20 20:00:00,0.7,19904.0,Minnesota Timberwolves,San Antonio Spurs,0.0,2.0,Wednesday,April,18122.0
2005-04-20 20:00:00,0.5352112676056338,18119.0,Memphis Grizzlies,Dallas Mavericks,0.0,1.0,Wednesday,April,16512.0
2005-04-20 20:00:00,0.5352112676056338,18345.0,Indiana Pacers,Chicago Bulls,0.0,2.0,Wednesday,April,18345.0
2005-04-20 22:00:00,0.30985915492957744,19818.0,Portland Trail Blazers,Los Angeles Lakers,0.0,2.0,Wednesday,April,19818.0
2005-04-23 17:30:00,0.6197183098591549,20915.0,Dallas Mavericks,Houston Rockets,1.0,5.0,Saturday,April,20768.0
2005-04-23 20:00:00,0.5277777777777778,18624.0,Boston Celtics,Indiana Pacers,1.0,1.0,Saturday,April,18624.0
2005-04-24 17:30:00,0.4929577464788733,22869.0,Chicago Bulls,Washington Wizards,1.0,3.0,Sunday,April,22655.0
2005-04-24 20:00:00,0.6901408450704225,18797.0,San Antonio Spurs,Denver Nuggets,1.0,1.0,Sunday,April,18797.0
2005-04-24 22:30:00,0.7361111111111112,18422.0,Phoenix Suns,Memphis Grizzlies,1.0,4.0,Sunday,April,18422.0
2005-04-25 19:00:00,0.5342465753424658,18624.0,Boston Celtics,Indiana Pacers,1.0,2.0,Monday,April,18624.0
2005-04-25 21:30:00,0.625,20915.0,Dallas Mavericks,Houston Rockets,1.0,5.0,Monday,April,20884.0
2005-04-27 20:00:00,0.6944444444444444,18797.0,San Antonio Spurs,Denver Nuggets,1.0,2.0,Wednesday,April,18797.0
2005-04-27 20:30:00,0.4861111111111111,22869.0,Chicago Bulls,Washington Wizards,1.0,2.0,Wednesday,April,22605.0
2005-04-27 22:30:00,0.7397260273972602,18422.0,Phoenix Suns,Memphis Grizzlies,1.0,4.0,Wednesday,April,18422.0
2005-04-28 20:30:00,0.5405405405405406,18345.0,Indiana Pacers,Boston Celtics,1.0,3.0,Thursday,April,18345.0
2005-04-28 21:30:00,0.6164383561643836,18292.0,Houston Rockets,Dallas Mavericks,1.0,4.0,Thursday,April,18199.0
2005-04-29 20:00:00,0.5135135135135135,21068.0,Philadelphia 76ers,Detroit Pistons,1.0,3.0,Friday,April,16907.0
2005-04-29 21:00:00,0.7432432432432432,18119.0,Memphis Grizzlies,Phoenix Suns,1.0,4.0,Friday,April,18119.0
2005-04-30 15:00:00,0.4931506849315068,20173.0,Washington Wizards,Chicago Bulls,1.0,2.0,Saturday,April,20173.0
2005-04-30 17:30:00,0.6081081081081081,18292.0,Houston Rockets,Dallas Mavericks,1.0,3.0,Saturday,April,18211.0
2005-04-30 20:00:00,0.5333333333333333,18345.0,Indiana Pacers,Boston Celtics,1.0,3.0,Saturday,April,18345.0
2005-04-30 22:30:00,0.6986301369863014,19913.0,Denver Nuggets,San Antonio Spurs,1.0,2.0,Saturday,April,19913.0
2005-05-01 13:00:00,0.5066666666666667,21068.0,Philadelphia 76ers,Detroit Pistons,1.0,2.0,Sunday,May,15894.0
2005-05-01 20:00:00,0.7466666666666667,18119.0,Memphis Grizzlies,Phoenix Suns,1.0,4.0,Sunday,May,17243.0
2005-05-02 19:30:00,0.5,20173.0,Washington Wizards,Chicago Bulls,1.0,2.0,Monday,May,20173.0
2005-05-02 20:00:00,0.6,20915.0,Dallas Mavericks,Houston Rockets,1.0,2.0,Monday,May,20894.0
2005-05-02 22:30:00,0.7027027027027027,19913.0,Denver Nuggets,San Antonio Spurs,1.0,3.0,Monday,May,19776.0
2005-05-03 19:30:00,0.5394736842105263,18624.0,Boston Celtics,Indiana Pacers,1.0,3.0,Tuesday,May,18624.0
2005-05-04 19:00:00,0.5066666666666667,22869.0,Chicago Bulls,Washington Wizards,1.0,3.0,Wednesday,May,22250.0
2005-05-04 21:30:00,0.7066666666666667,18797.0,San Antonio Spurs,Denver Nuggets,1.0,4.0,Wednesday,May,18797.0
