Time,V Pop,H Pop,Last Attendance vs Opp,Visitor,Playoffs?,Last Five,Day of Week,Month,Rivalry?,Attendance
2007-01-05 20:00:00,6.0,3.0,14008.0,Dallas Mavericks,0.0,2.0,Friday,January,0.0,18797.0
2007-01-05 20:00:00,7.0,2.0,15324.0,Boston Celtics,0.0,2.0,Friday,January,0.0,15263.0
2007-01-05 20:30:00,5.0,7.0,18055.0,Utah Jazz,0.0,3.0,Friday,January,1.0,18059.0
2007-01-05 22:30:00,7.0,4.0,17505.0,Denver Nuggets,0.0,4.0,Friday,January,0.0,18997.0
2007-01-05 22:30:00,4.0,42.0,19023.0,Miami Heat,0.0,5.0,Friday,January,0.0,18422.0
2007-01-06 19:00:00,1.0,4.0,16378.0,Los Angeles Clippers,0.0,2.0,Saturday,January,0.0,13200.0
2007-01-06 20:30:00,3.0,14.0,21607.0,Detroit Pistons,0.0,1.0,Saturday,January,1.0,22865.0
2007-01-06 21:00:00,5.0,7.0,14193.0,Utah Jazz,0.0,3.0,Saturday,January,0.0,18341.0
2007-01-07 13:00:00,4.0,7.0,18174.0,Washington Wizards,0.0,3.0,Sunday,January,0.0,17981.0
2007-01-07 15:30:00,7.0,1.0,13398.0,Houston Rockets,0.0,4.0,Sunday,January,0.0,17059.0
2007-01-07 16:00:00,3.0,2.0,17516.0,San Antonio Spurs,0.0,2.0,Sunday,January,0.0,15227.0
2007-01-07 20:00:00,2.0,42.0,19023.0,Golden State Warriors,0.0,5.0,Sunday,January,0.0,18422.0
2007-01-07 21:00:00,4.0,2.0,19206.0,Miami Heat,0.0,1.0,Sunday,January,0.0,19980.0
2007-01-07 21:30:00,6.0,4.0,15407.0,Dallas Mavericks,0.0,5.0,Sunday,January,0.0,18997.0
2007-01-08 20:30:00,7.0,14.0,21576.0,Houston Rockets,0.0,4.0,Monday,January,0.0,21983.0
2007-01-08 21:00:00,1.0,7.0,17448.0,Milwaukee Bucks,0.0,1.0,Monday,January,0.0,14220.0
2007-01-09 19:00:00,4.0,3.0,16698.0,Atlanta Hawks,0.0,3.0,Tuesday,January,0.0,13559.0
2007-01-09 19:00:00,3.0,4.0,17610.0,Detroit Pistons,0.0,1.0,Tuesday,January,0.0,13385.0
2007-01-09 20:00:00,4.0,2.0,17317.0,Los Angeles Lakers,0.0,2.0,Tuesday,January,0.0,16651.0
2007-01-09 20:00:00,2.0,3.0,20791.0,Portland Trail Blazers,0.0,2.0,Tuesday,January,0.0,18240.0
2007-01-09 21:00:00,6.0,5.0,19490.0,Dallas Mavericks,0.0,3.0,Tuesday,January,0.0,19911.0
2007-01-10 19:00:00,14.0,4.0,18422.0,Chicago Bulls,0.0,3.0,Wednesday,January,0.0,20173.0
2007-01-10 19:30:00,3.0,7.0,18624.0,Indiana Pacers,0.0,4.0,Wednesday,January,0.0,17153.0
2007-01-10 20:00:00,1.0,1.0,12909.0,Los Angeles Clippers,0.0,3.0,Wednesday,January,0.0,14223.0
2007-01-10 20:30:00,2.0,6.0,14954.0,Portland Trail Blazers,0.0,1.0,Wednesday,January,0.0,20256.0
2007-01-10 20:30:00,4.0,7.0,18055.0,Los Angeles Lakers,0.0,3.0,Wednesday,January,0.0,18331.0
2007-01-10 21:00:00,3.0,7.0,16823.0,San Antonio Spurs,0.0,3.0,Wednesday,January,0.0,16486.0
2007-01-11 22:30:00,2.0,42.0,19023.0,Cleveland Cavaliers,0.0,5.0,Thursday,January,0.0,18422.0
2007-01-12 19:00:00,6.0,3.0,16509.0,Dallas Mavericks,0.0,3.0,Friday,January,0.0,15934.0
2007-01-12 19:00:00,1.0,4.0,16477.0,Milwaukee Bucks,0.0,1.0,Friday,January,0.0,14261.0
2007-01-12 19:30:00,3.0,4.0,16378.0,Detroit Pistons,0.0,1.0,Friday,January,0.0,15449.0
2007-01-12 19:30:00,7.0,7.0,18624.0,Toronto Raptors,0.0,4.0,Friday,January,0.0,17191.0
2007-01-12 20:00:00,1.0,2.0,16888.0,Minnesota Timberwolves,0.0,4.0,Friday,January,0.0,16119.0
2007-01-12 22:00:00,2.0,2.0,0.0,Sacramento Kings,0.0,1.0,Friday,January,0.0,14762.0
2007-01-12 22:30:00,7.0,7.0,17987.0,Houston Rockets,0.0,4.0,Friday,January,0.0,17333.0
2007-01-12 22:30:00,23.0,4.0,15212.0,Orlando Magic,0.0,4.0,Friday,January,0.0,18997.0
2007-01-13 20:00:00,4.0,3.0,13484.0,Washington Wizards,0.0,3.0,Saturday,January,0.0,18797.0
2007-01-13 20:30:00,2.0,14.0,21710.0,Memphis Grizzlies,0.0,1.0,Saturday,January,0.0,22104.0
2007-01-13 21:00:00,4.0,5.0,19911.0,Miami Heat,0.0,2.0,Saturday,January,0.0,19911.0
2007-01-13 21:00:00,23.0,42.0,19023.0,Orlando Magic,0.0,5.0,Saturday,January,0.0,18422.0
2007-01-13 22:30:00,2.0,1.0,10673.0,Cleveland Cavaliers,0.0,2.0,Saturday,January,0.0,20027.0
2007-01-14 13:00:00,6.0,7.0,18455.0,Dallas Mavericks,0.0,4.0,Sunday,January,0.0,19800.0
2007-01-14 21:00:00,7.0,2.0,12884.0,Denver Nuggets,0.0,1.0,Sunday,January,0.0,16890.0
2007-01-15 13:00:00,5.0,4.0,12071.0,Utah Jazz,0.0,3.0,Monday,January,0.0,15524.0
2007-01-15 14:00:00,7.0,4.0,19463.0,Boston Celtics,0.0,0.0,Monday,January,0.0,15234.0
2007-01-15 14:00:00,3.0,14.0,21799.0,San Antonio Spurs,0.0,4.0,Monday,January,0.0,22218.0
2007-01-15 14:00:00,7.0,4.0,20698.0,Toronto Raptors,0.0,4.0,Monday,January,0.0,12380.0
2007-01-15 19:30:00,42.0,2.0,18119.0,Phoenix Suns,0.0,5.0,Monday,January,0.0,18119.0
2007-01-15 22:00:00,4.0,4.0,17505.0,Miami Heat,0.0,3.0,Monday,January,0.0,18997.0
2007-01-16 20:30:00,7.0,6.0,17502.0,Houston Rockets,0.0,4.0,Tuesday,January,1.0,20332.0
2007-01-17 19:00:00,2.0,4.0,13908.0,New York Knicks,0.0,3.0,Wednesday,January,0.0,16503.0
2007-01-17 19:00:00,2.0,7.0,19800.0,Sacramento Kings,0.0,4.0,Wednesday,January,0.0,15175.0
2007-01-17 20:00:00,4.0,2.0,17631.0,Philadelphia 76ers,0.0,1.0,Wednesday,January,0.0,14681.0
2007-01-17 20:00:00,4.0,1.0,15227.0,Atlanta Hawks,0.0,3.0,Wednesday,January,0.0,11866.0
2007-01-17 20:30:00,42.0,7.0,18055.0,Phoenix Suns,0.0,5.0,Wednesday,January,0.0,18244.0
2007-01-17 21:00:00,4.0,3.0,15200.0,Los Angeles Lakers,0.0,3.0,Wednesday,January,1.0,18797.0
2007-01-17 22:00:00,2.0,2.0,12884.0,Cleveland Cavaliers,0.0,2.0,Wednesday,January,0.0,19228.0
2007-01-17 22:30:00,2.0,1.0,12940.0,Golden State Warriors,0.0,2.0,Wednesday,January,0.0,17385.0
2007-01-18 19:00:00,3.0,4.0,19612.0,Indiana Pacers,0.0,4.0,Thursday,January,0.0,19600.0
2007-01-18 21:30:00,4.0,6.0,15907.0,Los Angeles Lakers,0.0,3.0,Thursday,January,0.0,20446.0
2007-01-19 19:00:00,4.0,4.0,20636.0,Miami Heat,0.0,2.0,Friday,January,0.0,17569.0
2007-01-19 19:00:00,5.0,7.0,19800.0,Utah Jazz,0.0,2.0,Friday,January,0.0,17384.0
2007-01-19 19:30:00,2.0,7.0,18624.0,Sacramento Kings,0.0,1.0,Friday,January,0.0,16019.0
2007-01-19 20:00:00,3.0,1.0,19509.0,Detroit Pistons,0.0,2.0,Friday,January,0.0,20119.0
2007-01-19 21:00:00,2.0,42.0,19023.0,Portland Trail Blazers,0.0,2.0,Friday,January,0.0,18422.0
2007-01-19 22:30:00,2.0,7.0,14722.0,Cleveland Cavaliers,0.0,3.0,Friday,January,0.0,19155.0
2007-01-20 15:30:00,2.0,1.0,10797.0,Memphis Grizzlies,0.0,1.0,Saturday,January,0.0,17672.0
2007-01-20 19:00:00,2.0,3.0,16590.0,New York Knicks,0.0,4.0,Saturday,January,1.0,15368.0
2007-01-20 20:00:00,7.0,4.0,11579.0,Boston Celtics,0.0,4.0,Saturday,January,0.0,20173.0
2007-01-20 20:30:00,5.0,14.0,22273.0,Utah Jazz,0.0,3.0,Saturday,January,0.0,22351.0
2007-01-20 20:30:00,7.0,7.0,18055.0,Denver Nuggets,0.0,2.0,Saturday,January,0.0,18233.0
2007-01-21 13:00:00,6.0,4.0,19600.0,Dallas Mavericks,0.0,2.0,Sunday,January,0.0,20195.0
2007-01-21 18:00:00,3.0,4.0,20492.0,San Antonio Spurs,0.0,3.0,Sunday,January,0.0,14883.0
2007-01-21 20:00:00,1.0,42.0,19023.0,Minnesota Timberwolves,0.0,5.0,Sunday,January,0.0,18422.0
2007-01-21 21:00:00,1.0,2.0,12884.0,Milwaukee Bucks,0.0,3.0,Sunday,January,0.0,14285.0
2007-01-22 19:00:00,23.0,2.0,20562.0,Orlando Magic,0.0,2.0,Monday,January,0.0,20562.0
2007-01-22 19:00:00,14.0,3.0,15321.0,Chicago Bulls,0.0,2.0,Monday,January,0.0,13233.0
2007-01-22 19:30:00,2.0,4.0,0.0,New York Knicks,0.0,3.0,Monday,January,1.0,19600.0
2007-01-22 19:30:00,3.0,7.0,18624.0,San Antonio Spurs,0.0,3.0,Monday,January,0.0,15928.0
2007-01-22 21:00:00,2.0,7.0,17914.0,Memphis Grizzlies,0.0,1.0,Monday,January,0.0,19155.0
2007-01-22 21:00:00,1.0,5.0,19821.0,Minnesota Timberwolves,0.0,4.0,Monday,January,0.0,19911.0
2007-01-22 22:30:00,2.0,4.0,17505.0,Golden State Warriors,0.0,4.0,Monday,January,0.0,18997.0
2007-01-23 19:00:00,42.0,4.0,20674.0,Phoenix Suns,0.0,4.0,Tuesday,January,0.0,20173.0
2007-01-23 20:30:00,4.0,14.0,21166.0,Atlanta Hawks,0.0,3.0,Tuesday,January,0.0,22390.0
2007-01-23 22:30:00,1.0,1.0,14059.0,Milwaukee Bucks,0.0,0.0,Tuesday,January,0.0,16923.0
2007-01-24 19:00:00,4.0,3.0,18345.0,Miami Heat,0.0,2.0,Wednesday,January,0.0,14169.0
2007-01-24 19:00:00,4.0,2.0,20562.0,Philadelphia 76ers,0.0,2.0,Wednesday,January,0.0,20562.0
2007-01-24 19:30:00,4.0,7.0,18322.0,Atlanta Hawks,0.0,0.0,Wednesday,January,0.0,16199.0
2007-01-24 21:00:00,7.0,3.0,18912.0,Houston Rockets,0.0,2.0,Wednesday,January,1.0,18328.0
2007-01-24 21:00:00,2.0,5.0,19911.0,Memphis Grizzlies,0.0,4.0,Wednesday,January,0.0,19714.0
2007-01-24 22:00:00,1.0,2.0,12888.0,Minnesota Timberwolves,0.0,3.0,Wednesday,January,0.0,13266.0
2007-01-25 20:00:00,6.0,14.0,21777.0,Dallas Mavericks,0.0,4.0,Thursday,January,0.0,21822.0
2007-01-26 19:00:00,2.0,4.0,20617.0,Cleveland Cavaliers,0.0,2.0,Friday,January,0.0,19523.0
2007-01-26 19:00:00,7.0,7.0,18376.0,Boston Celtics,0.0,3.0,Friday,January,0.0,18565.0
2007-01-26 20:00:00,2.0,3.0,16501.0,Memphis Grizzlies,0.0,3.0,Friday,January,0.0,18332.0
2007-01-26 20:30:00,2.0,7.0,18055.0,Portland Trail Blazers,0.0,3.0,Friday,January,0.0,18155.0
2007-01-26 21:00:00,7.0,5.0,19911.0,Denver Nuggets,0.0,4.0,Friday,January,0.0,19911.0
2007-01-27 19:00:00,4.0,4.0,19707.0,Philadelphia 76ers,0.0,3.0,Saturday,January,0.0,17531.0
2007-01-27 19:00:00,7.0,3.0,17616.0,Toronto Raptors,0.0,3.0,Saturday,January,0.0,14263.0
2007-01-27 20:00:00,2.0,2.0,12885.0,Portland Trail Blazers,0.0,3.0,Saturday,January,0.0,15211.0
2007-01-27 20:30:00,4.0,14.0,21606.0,Miami Heat,0.0,1.0,Saturday,January,1.0,22951.0
2007-01-27 20:30:00,2.0,6.0,15174.0,Sacramento Kings,0.0,2.0,Saturday,January,0.0,20487.0
2007-01-27 22:30:00,1.0,1.0,15914.0,Minnesota Timberwolves,0.0,1.0,Saturday,January,0.0,19060.0
2007-01-28 13:00:00,42.0,2.0,20562.0,Phoenix Suns,0.0,5.0,Sunday,January,0.0,20562.0
2007-01-28 15:30:00,3.0,4.0,17505.0,San Antonio Spurs,0.0,4.0,Sunday,January,1.0,18997.0
2007-01-28 18:00:00,4.0,7.0,16553.0,Washington Wizards,0.0,4.0,Sunday,January,0.0,17269.0
2007-01-29 19:00:00,23.0,4.0,19742.0,Orlando Magic,0.0,1.0,Monday,January,0.0,11896.0
2007-01-29 20:00:00,42.0,1.0,16016.0,Phoenix Suns,0.0,4.0,Monday,January,0.0,16221.0
2007-01-29 20:00:00,2.0,2.0,0.0,Sacramento Kings,0.0,2.0,Monday,January,0.0,12396.0
2007-01-29 20:30:00,4.0,7.0,18119.0,Philadelphia 76ers,0.0,2.0,Monday,January,0.0,14216.0
2007-01-30 19:00:00,2.0,2.0,19432.0,Golden State Warriors,0.0,1.0,Tuesday,January,1.0,19443.0
2007-01-30 19:00:00,7.0,3.0,16419.0,Boston Celtics,0.0,4.0,Tuesday,January,0.0,12641.0
2007-01-30 19:00:00,3.0,4.0,20674.0,Detroit Pistons,0.0,4.0,Tuesday,January,0.0,20173.0
2007-01-30 19:30:00,1.0,4.0,15008.0,Milwaukee Bucks,0.0,1.0,Tuesday,January,0.0,19600.0
2007-01-31 19:00:00,4.0,7.0,17119.0,Washington Wizards,0.0,3.0,Wednesday,January,0.0,16145.0
2007-01-31 19:00:00,2.0,4.0,19870.0,Golden State Warriors,0.0,0.0,Wednesday,January,0.0,13474.0
2007-01-31 19:30:00,4.0,7.0,18624.0,Los Angeles Lakers,0.0,2.0,Wednesday,January,1.0,18624.0
2007-01-31 20:00:00,6.0,2.0,15924.0,Dallas Mavericks,0.0,2.0,Wednesday,January,0.0,14762.0
2007-01-31 20:00:00,2.0,1.0,16198.0,Sacramento Kings,0.0,2.0,Wednesday,January,0.0,14607.0
2007-01-31 21:00:00,3.0,5.0,18325.0,San Antonio Spurs,0.0,4.0,Wednesday,January,0.0,19911.0
2007-01-31 22:00:00,7.0,2.0,12888.0,Denver Nuggets,0.0,4.0,Wednesday,January,0.0,19980.0
2007-01-31 22:30:00,14.0,1.0,19208.0,Chicago Bulls,0.0,4.0,Wednesday,January,0.0,18390.0
2007-02-01 20:00:00,2.0,5.0,15008.0,Cleveland Cavaliers,0.0,2.0,Thursday,February,0.0,20125.0
2007-02-01 22:30:00,3.0,31.0,19023.0,San Antonio Spurs,0.0,2.0,Thursday,February,1.0,18422.0
2007-02-02 19:00:00,3.0,2.0,15258.0,Los Angeles Lakers,0.0,2.0,Friday,February,0.0,17662.0
2007-02-02 19:00:00,2.0,3.0,20753.0,Golden State Warriors,0.0,2.0,Friday,February,0.0,12768.0
2007-02-02 19:30:00,8.0,5.0,19445.0,Toronto Raptors,0.0,3.0,Friday,February,0.0,13200.0
2007-02-02 19:30:00,1.0,8.0,17588.0,Los Angeles Clippers,0.0,4.0,Friday,February,0.0,15740.0
2007-02-02 21:00:00,2.0,4.0,19894.0,Portland Trail Blazers,0.0,3.0,Friday,February,0.0,19290.0
2007-02-03 19:00:00,3.0,3.0,15816.0,Los Angeles Lakers,0.0,3.0,Saturday,February,0.0,20173.0
2007-02-03 20:00:00,2.0,2.0,16195.0,Indiana Pacers,0.0,1.0,Saturday,February,0.0,16163.0
2007-02-03 20:30:00,1.0,5.0,16183.0,Minnesota Timberwolves,0.0,2.0,Saturday,February,0.0,20467.0
2007-02-03 21:00:00,6.0,31.0,19023.0,Utah Jazz,0.0,4.0,Saturday,February,0.0,18422.0
2007-02-03 22:00:00,14.0,2.0,12888.0,Chicago Bulls,0.0,2.0,Saturday,February,0.0,19980.0
2007-02-04 12:00:00,1.0,8.0,17264.0,Los Angeles Clippers,0.0,4.0,Sunday,February,0.0,17214.0
2007-02-04 14:30:00,3.0,2.0,17712.0,Detroit Pistons,0.0,3.0,Sunday,February,0.0,20140.0
2007-02-05 19:00:00,3.0,5.0,15633.0,Los Angeles Lakers,0.0,3.0,Monday,February,0.0,19600.0
2007-02-05 19:00:00,2.0,2.0,16111.0,Golden State Warriors,0.0,3.0,Monday,February,0.0,12736.0
2007-02-05 20:30:00,1.0,7.0,18208.0,Minnesota Timberwolves,0.0,2.0,Monday,February,0.0,10761.0
2007-02-05 21:00:00,31.0,4.0,19784.0,Phoenix Suns,0.0,3.0,Monday,February,0.0,19155.0
2007-02-05 21:00:00,14.0,6.0,17014.0,Chicago Bulls,0.0,4.0,Monday,February,0.0,19911.0
2007-02-06 20:00:00,7.0,2.0,14742.0,Houston Rockets,0.0,1.0,Tuesday,February,0.0,12496.0
2007-02-06 22:00:00,31.0,2.0,12888.0,Phoenix Suns,0.0,2.0,Tuesday,February,0.0,17171.0
2007-02-07 19:00:00,3.0,3.0,18441.0,San Antonio Spurs,0.0,2.0,Wednesday,February,0.0,20173.0
2007-02-07 19:00:00,22.0,8.0,19284.0,Orlando Magic,0.0,4.0,Wednesday,February,0.0,15157.0
2007-02-07 19:00:00,1.0,2.0,0.0,Los Angeles Clippers,0.0,2.0,Wednesday,February,0.0,20129.0
2007-02-07 19:30:00,5.0,8.0,18624.0,Miami Heat,0.0,4.0,Wednesday,February,0.0,17088.0
2007-02-07 20:00:00,2.0,1.0,15312.0,Golden State Warriors,0.0,2.0,Wednesday,February,0.0,13212.0
2007-02-07 20:30:00,2.0,5.0,8833.0,Memphis Grizzlies,0.0,1.0,Wednesday,February,0.0,20263.0
2007-02-09 19:00:00,1.0,3.0,21171.0,Los Angeles Clippers,0.0,1.0,Friday,February,0.0,13696.0
2007-02-09 19:00:00,4.0,2.0,18345.0,Denver Nuggets,0.0,3.0,Friday,February,0.0,17435.0
2007-02-09 19:00:00,3.0,8.0,18098.0,Los Angeles Lakers,0.0,5.0,Friday,February,0.0,20012.0
2007-02-09 20:00:00,1.0,2.0,18119.0,Minnesota Timberwolves,0.0,1.0,Friday,February,0.0,15963.0
2007-02-09 20:00:00,5.0,2.0,16178.0,Miami Heat,0.0,4.0,Friday,February,0.0,20562.0
2007-02-09 20:30:00,7.0,5.0,13675.0,Houston Rockets,0.0,4.0,Friday,February,1.0,20446.0
2007-02-09 21:00:00,5.0,31.0,19023.0,Atlanta Hawks,0.0,3.0,Friday,February,0.0,18422.0
2007-02-10 21:00:00,2.0,6.0,19384.0,New York Knicks,0.0,5.0,Saturday,February,0.0,19911.0
2007-02-11 13:00:00,3.0,5.0,15008.0,San Antonio Spurs,0.0,1.0,Sunday,February,0.0,20210.0
2007-02-11 13:00:00,2.0,3.0,16987.0,Portland Trail Blazers,0.0,1.0,Sunday,February,0.0,20173.0
2007-02-11 14:30:00,1.0,2.0,18345.0,Los Angeles Clippers,0.0,1.0,Sunday,February,0.0,12489.0
2007-02-11 15:30:00,3.0,2.0,16154.0,Los Angeles Lakers,0.0,2.0,Sunday,February,0.0,20562.0
2007-02-11 18:00:00,8.0,1.0,13101.0,Boston Celtics,0.0,2.0,Sunday,February,0.0,19538.0
2007-02-11 18:00:00,5.0,3.0,20505.0,Dallas Mavericks,0.0,1.0,Sunday,February,0.0,13673.0
2007-02-11 20:00:00,14.0,31.0,19023.0,Chicago Bulls,0.0,2.0,Sunday,February,0.0,18422.0
2007-02-12 21:00:00,2.0,4.0,19818.0,Golden State Warriors,0.0,2.0,Monday,February,0.0,15513.0
2007-02-12 21:00:00,5.0,6.0,18064.0,Atlanta Hawks,0.0,5.0,Monday,February,0.0,19911.0
2007-02-13 19:30:00,2.0,5.0,15008.0,Portland Trail Blazers,0.0,1.0,Tuesday,February,0.0,19600.0
2007-02-13 20:30:00,8.0,14.0,21558.0,Toronto Raptors,0.0,4.0,Tuesday,February,0.0,21776.0
2007-02-13 20:30:00,2.0,7.0,18055.0,Sacramento Kings,0.0,3.0,Tuesday,February,0.0,13185.0
2007-02-13 22:30:00,2.0,3.0,18843.0,New York Knicks,0.0,4.0,Tuesday,February,0.0,18997.0
2007-02-14 19:00:00,2.0,2.0,13742.0,Memphis Grizzlies,0.0,1.0,Wednesday,February,0.0,13037.0
2007-02-14 19:00:00,3.0,3.0,0.0,Washington Wizards,0.0,1.0,Wednesday,February,0.0,10744.0
2007-02-14 19:30:00,1.0,8.0,18624.0,Milwaukee Bucks,0.0,1.0,Wednesday,February,0.0,14482.0
2007-02-14 20:00:00,4.0,1.0,12172.0,Denver Nuggets,0.0,3.0,Wednesday,February,0.0,15797.0
2007-02-14 21:00:00,2.0,6.0,19089.0,Cleveland Cavaliers,0.0,5.0,Wednesday,February,0.0,19911.0
2007-02-14 22:30:00,5.0,1.0,16876.0,Atlanta Hawks,0.0,1.0,Wednesday,February,0.0,17769.0
2007-02-15 20:00:00,5.0,7.0,18055.0,Dallas Mavericks,0.0,3.0,Thursday,February,1.0,18270.0
2007-02-15 22:30:00,2.0,3.0,18912.0,Cleveland Cavaliers,0.0,0.0,Thursday,February,0.0,18997.0
2007-02-20 19:00:00,1.0,3.0,19187.0,Minnesota Timberwolves,0.0,2.0,Tuesday,February,0.0,16799.0
2007-02-20 20:00:00,4.0,3.0,22188.0,Denver Nuggets,0.0,3.0,Tuesday,February,0.0,18586.0
2007-02-20 20:30:00,5.0,14.0,20796.0,Atlanta Hawks,0.0,2.0,Tuesday,February,0.0,21849.0
2007-02-20 22:00:00,6.0,2.0,12888.0,Utah Jazz,0.0,4.0,Tuesday,February,0.0,14852.0
2007-02-20 22:30:00,31.0,1.0,19060.0,Phoenix Suns,0.0,3.0,Tuesday,February,0.0,19898.0
2007-02-21 19:00:00,3.0,5.0,19523.0,San Antonio Spurs,0.0,3.0,Wednesday,February,0.0,15565.0
2007-02-21 19:00:00,1.0,2.0,11435.0,Milwaukee Bucks,0.0,0.0,Wednesday,February,0.0,14019.0
2007-02-21 19:00:00,2.0,3.0,13169.0,New York Knicks,0.0,1.0,Wednesday,February,0.0,13712.0
2007-02-21 19:00:00,2.0,8.0,19800.0,Cleveland Cavaliers,0.0,3.0,Wednesday,February,0.0,19800.0
2007-02-21 21:00:00,5.0,7.0,18122.0,Miami Heat,0.0,3.0,Wednesday,February,0.0,18324.0
2007-02-21 21:00:00,8.0,31.0,16683.0,Boston Celtics,0.0,3.0,Wednesday,February,0.0,18422.0
2007-02-21 22:30:00,2.0,3.0,18997.0,Portland Trail Blazers,0.0,3.0,Wednesday,February,0.0,18997.0
2007-02-22 19:00:00,14.0,2.0,11780.0,Chicago Bulls,0.0,3.0,Thursday,February,1.0,20562.0
2007-02-22 19:00:00,2.0,3.0,13447.0,Sacramento Kings,0.0,3.0,Thursday,February,0.0,15508.0
2007-02-22 21:30:00,5.0,5.0,13203.0,Miami Heat,0.0,2.0,Thursday,February,0.0,20448.0
2007-02-23 19:00:00,2.0,8.0,18909.0,Indiana Pacers,0.0,3.0,Friday,February,0.0,19481.0
2007-02-23 19:30:00,7.0,5.0,19600.0,Houston Rockets,0.0,2.0,Friday,February,0.0,16041.0
2007-02-23 20:00:00,3.0,14.0,21312.0,Washington Wizards,0.0,3.0,Friday,February,0.0,22618.0
2007-02-23 20:00:00,31.0,1.0,18239.0,Phoenix Suns,0.0,3.0,Friday,February,0.0,20196.0
2007-02-23 22:00:00,2.0,2.0,12888.0,Memphis Grizzlies,0.0,2.0,Friday,February,0.0,14875.0
2007-02-23 22:30:00,6.0,4.0,18524.0,Utah Jazz,0.0,4.0,Friday,February,0.0,19565.0
2007-02-23 22:30:00,8.0,3.0,18997.0,Boston Celtics,0.0,1.0,Friday,February,1.0,18997.0
2007-02-24 15:30:00,2.0,1.0,16962.0,Golden State Warriors,0.0,1.0,Saturday,February,0.0,19060.0
2007-02-24 21:00:00,4.0,5.0,13096.0,Denver Nuggets,0.0,1.0,Saturday,February,0.0,20455.0
2007-02-24 21:00:00,8.0,6.0,19911.0,Boston Celtics,0.0,4.0,Saturday,February,0.0,19911.0
2007-02-25 15:30:00,2.0,5.0,14879.0,Cleveland Cavaliers,0.0,3.0,Sunday,February,0.0,20255.0
2007-02-25 15:30:00,3.0,1.0,11467.0,Washington Wizards,0.0,3.0,Sunday,February,0.0,15347.0
2007-02-25 18:00:00,31.0,5.0,19701.0,Phoenix Suns,0.0,4.0,Sunday,February,0.0,18022.0
2007-02-25 20:00:00,2.0,2.0,11660.0,Sacramento Kings,0.0,3.0,Sunday,February,0.0,12258.0
2007-02-26 19:00:00,2.0,3.0,15627.0,Sacramento Kings,0.0,2.0,Monday,February,0.0,11034.0
2007-02-26 20:00:00,8.0,3.0,24460.0,Toronto Raptors,0.0,2.0,Monday,February,0.0,18563.0
2007-02-26 20:00:00,4.0,2.0,16512.0,Denver Nuggets,0.0,2.0,Monday,February,0.0,14736.0
2007-02-26 20:30:00,5.0,5.0,16674.0,Atlanta Hawks,0.0,5.0,Monday,February,0.0,20245.0
2007-02-26 20:30:00,8.0,7.0,18169.0,Boston Celtics,0.0,2.0,Monday,February,0.0,14037.0
2007-02-26 20:30:00,22.0,14.0,19927.0,Orlando Magic,0.0,1.0,Monday,February,0.0,22031.0
2007-02-26 21:00:00,3.0,6.0,19911.0,Los Angeles Lakers,0.0,3.0,Monday,February,0.0,19911.0
2007-02-27 19:00:00,31.0,2.0,10858.0,Phoenix Suns,0.0,5.0,Tuesday,February,0.0,13742.0
2007-02-27 20:00:00,5.0,1.0,12252.0,Dallas Mavericks,0.0,2.0,Tuesday,February,0.0,13326.0
2007-02-28 19:00:00,31.0,3.0,13171.0,Phoenix Suns,0.0,4.0,Wednesday,February,0.0,15914.0
2007-02-28 19:00:00,5.0,3.0,18614.0,Miami Heat,0.0,2.0,Wednesday,February,0.0,20173.0
2007-02-28 19:30:00,2.0,8.0,18624.0,New York Knicks,0.0,3.0,Wednesday,February,1.0,17003.0
2007-02-28 20:00:00,6.0,2.0,17176.0,Utah Jazz,0.0,3.0,Wednesday,February,0.0,15117.0
2007-02-28 20:30:00,2.0,14.0,0.0,Golden State Warriors,0.0,1.0,Wednesday,February,0.0,21814.0
2007-02-28 20:30:00,8.0,7.0,18055.0,Toronto Raptors,0.0,3.0,Wednesday,February,0.0,14071.0
2007-02-28 21:00:00,22.0,4.0,19003.0,Orlando Magic,0.0,1.0,Wednesday,February,0.0,15371.0
2007-03-01 20:00:00,2.0,6.0,18187.0,Cleveland Cavaliers,0.0,5.0,Thursday,March,0.0,20428.0
2007-03-02 19:00:00,1.0,7.0,18323.0,Milwaukee Bucks,0.0,2.0,Friday,March,0.0,18816.0
2007-03-02 19:00:00,2.0,3.0,8345.0,Memphis Grizzlies,0.0,4.0,Friday,March,0.0,16314.0
2007-03-02 19:00:00,4.0,3.0,17824.0,Atlanta Hawks,0.0,2.0,Friday,March,0.0,20173.0
2007-03-02 20:00:00,4.0,1.0,14494.0,Utah Jazz,0.0,4.0,Friday,March,0.0,14759.0
2007-03-02 20:00:00,21.0,3.0,15248.0,Orlando Magic,0.0,5.0,Friday,March,0.0,18797.0
2007-03-02 20:00:00,3.0,5.0,14301.0,Detroit Pistons,0.0,3.0,Friday,March,0.0,20279.0
2007-03-02 21:00:00,1.0,30.0,17333.0,Indiana Pacers,0.0,4.0,Friday,March,0.0,18422.0
2007-03-02 22:30:00,6.0,3.0,19155.0,Houston Rockets,0.0,2.0,Friday,March,0.0,18938.0
2007-03-02 22:30:00,2.0,3.0,18997.0,Sacramento Kings,0.0,3.0,Friday,March,0.0,18997.0
2007-03-03 19:00:00,2.0,4.0,20148.0,New York Knicks,0.0,4.0,Saturday,March,0.0,15385.0
