,$R^2$,Mean Absolute Error,Root Mean Square Error
Dataset 3 Random Forest,0.566534675493328,899.2981093472013,1307.2426102387776
Dataset 3 Random Forest,0.5723624869664765,891.7936882737555,1298.4251301533682
